No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
57,Hilton Armstrong,C,6-11,235,"November 11, 1984",us US,5,UConn
40,Harrison Barnes,SF,6-8,225,"May 30, 1992",us US,1,UNC
20,Kent Bazemore,SG,6-4,195,"July 1, 1989",us US,1,Old Dominion
25,Steve Blake,PG,6-3,172,"February 26, 1980",us US,10,Maryland
12,Andrew Bogut,C,7-0,260,"November 28, 1984",au AU,8,Utah
2,MarShon Brooks,SG,6-5,200,"January 26, 1989",us US,2,Providence
55,Jordan Crawford,SG,6-4,195,"October 23, 1988",us US,3,"Indiana, Xavier"
30,Stephen Curry,PG,6-2,185,"March 14, 1988",us US,4,Davidson
21,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,R,USC
0,Toney Douglas,PG,6-2,195,"March 16, 1986",us US,4,"Auburn, Florida State"
23,Draymond Green,SF,6-6,230,"March 4, 1990",us US,1,Michigan State
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,9,Arizona
1,Ognjen Kuzmić,C,7-1,251,"May 16, 1990",ba BA,R,
10,David Lee,PF,6-9,245,"April 29, 1983",us US,8,Florida
8,Nemanja Nedović,SG,6-3,192,"June 16, 1991",rs RS,R,
7,Jermaine O'Neal,PF,6-11,226,"October 13, 1978",us US,17,
5,Marreese Speights,C,6-10,255,"August 4, 1987",us US,5,Florida
11,Klay Thompson,SG,6-6,215,"February 8, 1990",us US,2,Washington State
