No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
4,Arron Afflalo,SG,6-5,210,"October 15, 1985",us US,6,UCLA
11,Glen Davis,PF,6-9,289,"January 1, 1986",us US,6,LSU
3,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,R,USC
21,Maurice Harkless,SF,6-7,220,"May 11, 1993",us US,1,St. John's
12,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,2,Tennessee
22,Solomon Jones,PF,6-10,230,"July 16, 1984",us US,7,South Florida
1,Doron Lamb,SG,6-4,210,"November 6, 1991",us US,1,Kentucky
54,Jason Maxiell,PF,6-7,260,"February 18, 1983",us US,8,Cincinnati
55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",us US,2,Purdue
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,9,Saint Joseph's
44,Andrew Nicholson,PF,6-9,250,"December 8, 1989",ca CA,1,St. Bonaventure
2,Kyle O'Quinn,C,6-9,250,"March 26, 1990",us US,1,Norfolk State
5,Victor Oladipo,PG,6-3,213,"May 4, 1992",us US,R,Indiana
10,Ronnie Price,SG,6-2,190,"June 21, 1983",us US,8,"Nicholls State, Utah Valley"
8,Adonis Thomas,SF,6-7,200,"March 25, 1993",us US,R,Memphis
9,Nikola Vučević,C,6-10,260,"October 24, 1990",ch CH,2,USC
