No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
"12, 42",Alexis Ajinça,C,7-2,248,"May 6, 1988",fr FR,3,
0,Al-Farouq Aminu,SF,6-8,220,"September 21, 1990",us US,3,Wake Forest
17,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,7,UNLV
33,Ryan Anderson,PF,6-9,240,"May 6, 1988",us US,5,California
8,Luke Babbitt,PF,6-9,225,"June 20, 1989",us US,3,Nevada
8,Josh Childress,SF,6-8,210,"June 20, 1983",us US,7,Stanford
23,Anthony Davis,PF,6-10,253,"March 11, 1993",us US,1,Kentucky
4,Melvin Ely,C,6-10,260,"May 2, 1978",us US,8,Fresno State
1,Tyreke Evans,SF,6-6,220,"September 19, 1989",us US,4,Memphis
10,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,5,Indiana
11,Jrue Holiday,PG,6-4,205,"June 12, 1990",us US,4,UCLA
2,Darius Miller,SF,6-6,225,"March 21, 1990",us US,1,Kentucky
3,Anthony Morrow,SG,6-5,210,"September 27, 1985",us US,5,Georgia Tech
21,Arinze Onuaku,PF,6-9,255,"July 13, 1987",us US,R,Syracuse
25,Austin Rivers,PG,6-4,200,"August 1, 1992",us US,1,Duke
22,Brian Roberts,PG,6-1,173,"December 3, 1985",us US,1,Dayton
14,Jason Smith,PF,7-0,240,"March 2, 1986",us US,5,Colorado State
31,James Southerland,SF,6-8,215,"April 28, 1990",us US,R,Syracuse
34,Greg Stiemsma,C,6-11,260,"September 26, 1985",us US,2,Wisconsin
42,Lance Thomas,SF,6-8,240,"April 24, 1988",us US,2,Duke
5,Jeff Withey,C,7-0,231,"March 7, 1990",us US,R,Kansas
