No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Ray Allen,SG,6-5,205,"July 20, 1975",us US,17,UConn
11,Chris Andersen,C,6-10,245,"July 7, 1978",us US,11,Blinn College
50,Joel Anthony,C,6-9,245,"August 9, 1982",ca CA,6,UNLV
31,Shane Battier,SF,6-8,220,"September 9, 1978",us US,12,Duke
8,Michael Beasley,SF,6-9,235,"January 9, 1989",us US,5,Kansas State
1,Chris Bosh,C,6-11,235,"March 24, 1984",us US,10,Georgia Tech
15,Mario Chalmers,PG,6-2,190,"May 19, 1986",us US,5,Kansas
30,Norris Cole,PG,6-2,175,"October 13, 1988",us US,2,Cleveland State University
0,Toney Douglas,PG,6-2,195,"March 16, 1986",us US,4,"Auburn, Florida State"
7,Justin Hamilton,C,7-0,260,"April 1, 1990",us US,R,"Iowa State, LSU"
40,Udonis Haslem,PF,6-8,235,"June 9, 1980",us US,10,Florida
6,LeBron James,PF,6-9,250,"December 30, 1984",us US,10,
22,James Jones,SF,6-8,218,"October 4, 1980",us US,10,Miami (FL)
9,Rashard Lewis,SF,6-10,215,"August 8, 1979",us US,15,
14,DeAndre Liggins,SG,6-6,209,"March 31, 1988",us US,2,Kentucky
21,Roger Mason,SG,6-5,200,"September 10, 1980",us US,9,Virginia
20,Greg Oden,C,7-0,250,"January 22, 1988",us US,2,Ohio State
3,Dwyane Wade,SG,6-4,220,"January 17, 1982",us US,10,Marquette
