No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
11,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,7,Northeastern University
13,Corey Brewer,SF,6-9,186,"March 5, 1986",us US,6,Florida
10,Chase Budinger,SF,6-7,209,"May 22, 1988",us US,4,Arizona
33,Dante Cunningham,PF,6-8,230,"April 22, 1987",us US,4,Villanova
5,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,R,Louisville
6,Robbie Hummel,SF,6-8,215,"March 8, 1989",us US,R,Purdue
0,Othyus Jeffers,SG,6-5,200,"August 5, 1985",us US,2,"University of Illinois at Chicago, Robert Morris University (IL)"
42,Kevin Love,PF,6-8,251,"September 7, 1988",us US,5,UCLA
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,9,Western Carolina University
12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",cm CM,5,UCLA
15,Shabazz Muhammad,SG,6-6,223,"November 13, 1992",us US,R,UCLA
14,Nikola Peković,C,6-11,307,"January 3, 1986",me ME,3,
22,A.J. Price,SG,6-2,181,"October 7, 1986",us US,4,UConn
9,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,2,
1,Alexey Shved,SG,6-6,190,"December 16, 1988",ru RU,1,
32,Ronny Turiaf,C,6-10,249,"January 13, 1983",mq MQ,8,Gonzaga
7,Derrick Williams,PF,6-8,240,"May 25, 1991",us US,2,Arizona
