No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Lavoy Allen,PF,6-9,260,"February 4, 1989",us US,2,Temple
8,Rasual Butler,SG,6-7,215,"May 23, 1979",us US,10,La Salle
17,Andrew Bynum,C,7-0,285,"October 27, 1987",us US,7,
22,Chris Copeland,SF,6-9,239,"March 17, 1984",us US,1,Colorado
24,Paul George,SF,6-8,220,"May 2, 1990",us US,3,Fresno State
33,Danny Granger,SF,6-9,222,"April 20, 1983",us US,8,"Bradley, New Mexico"
55,Roy Hibbert,C,7-2,270,"December 11, 1986",us US,5,Georgetown
3,George Hill,PG,6-4,188,"May 4, 1986",us US,5,IUPUI
9,Solomon Hill,SF,6-6,226,"March 18, 1991",us US,R,Arizona
11,Orlando Johnson,SG,6-5,220,"March 11, 1989",us US,1,"Loyola Marymount, UC Santa Barbara"
28,Ian Mahinmi,C,6-11,262,"November 5, 1986",fr FR,5,
4,Luis Scola,PF,6-9,240,"April 30, 1980",ar AR,6,
15,Donald Sloan,SG,6-3,205,"January 15, 1988",us US,2,Texas A&M
1,Lance Stephenson,SG,6-6,230,"September 5, 1990",us US,3,Cincinnati
12,Evan Turner,SF,6-6,220,"October 27, 1988",us US,3,Ohio State
32,C.J. Watson,PG,6-2,175,"April 17, 1984",us US,6,Tennessee
21,David West,PF,6-9,250,"August 29, 1980",us US,10,Xavier
