No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Pero Antić,C,6-11,260,"July 29, 1982",mk MK,R,
14,Gustavo Ayón,C,6-10,250,"April 1, 1985",mx MX,2,
42,Elton Brand,C,6-9,275,"March 11, 1979",us US,14,Duke
5,DeMarre Carroll,SF,6-6,215,"July 27, 1986",us US,4,"Vanderbilt, Missouri"
7,Jared Cunningham,SG,6-4,195,"May 22, 1991",us US,1,Oregon State
15,Al Horford,C,6-9,240,"June 3, 1986",do DO,6,Florida
12,John Jenkins,SG,6-4,215,"March 6, 1991",us US,1,Vanderbilt
26,Kyle Korver,SG,6-7,212,"March 17, 1981",us US,10,Creighton
8,Shelvin Mack,PG,6-3,203,"April 22, 1990",us US,2,Butler
20,Cartier Martin,SF,6-7,220,"November 20, 1984",us US,5,Kansas State
4,Paul Millsap,PF,6-7,257,"February 10, 1985",us US,7,Louisiana Tech
31,Mike Muscala,PF,6-10,240,"July 1, 1991",us US,R,Bucknell
2,James Nunnally,SF,6-7,208,"July 14, 1990",us US,R,UC Santa Barbara
45,Dexter Pittman,C,6-11,308,"March 2, 1988",us US,3,Texas
17,Dennis Schröder,PG,6-1,172,"September 15, 1993",de DE,R,
32,Mike Scott,PF,6-7,237,"July 16, 1988",us US,1,Virginia
0,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,4,Wake Forest
3,Lou Williams,PG,6-2,175,"October 27, 1986",us US,8,
