No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Darrell Arthur,SF,6-9,235,"March 25, 1988",us US,4,Kansas
0,Aaron Brooks,PG,6-0,161,"January 14, 1985",us US,5,Oregon
21,Wilson Chandler,SF,6-8,235,"May 10, 1987",us US,6,DePaul
35,Kenneth Faried,PF,6-8,220,"November 19, 1989",us US,2,Morehead State University
94,Evan Fournier,SG,6-6,205,"October 29, 1992",fr FR,1,
4,Randy Foye,SG,6-4,213,"September 24, 1983",us US,7,Villanova
1,Jordan Hamilton,SF,6-7,220,"October 6, 1990",us US,2,Texas
7,J.J. Hickson,PF,6-9,242,"September 4, 1988",us US,5,NC State
3,Ty Lawson,PG,5-11,195,"November 3, 1987",us US,4,UNC
34,JaVale McGee,C,7-0,270,"January 19, 1988",us US,5,Nevada
24,Andre Miller,SG,6-3,200,"March 19, 1976",us US,14,Utah
30,Quincy Miller,PF,6-9,210,"November 18, 1992",us US,1,Baylor
25,Timofey Mozgov,C,7-1,275,"July 16, 1986",ru RU,3,
15,Anthony Randolph,PF,6-10,205,"July 15, 1989",de DE,5,LSU
10,Nate Robinson,PG,5-9,180,"May 31, 1984",us US,8,Washington
24,Jan Veselý,PF,6-11,240,"April 24, 1990",cz CZ,2,
