No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Tyson Chandler,C,7-0,235,"October 2, 1982",us US,3,
2,Eddy Curry,C,7-0,295,"December 5, 1982",us US,3,
34,Antonio Davis,PF,6-9,215,"October 31, 1968",us US,11,Texas-El Paso
9,Luol Deng,SF,6-9,237,"April 16, 1985",ss SS,R,Duke
21,Chris Duhon,PG,6-1,185,"August 31, 1982",us US,R,Duke
51,Lawrence Funderburke,PF,6-9,230,"December 15, 1970",us US,6,"Indiana, Ohio State"
7,Ben Gordon,SG,6-3,200,"April 4, 1983",gb GB,R,UConn
44,Adrian Griffin,SF,6-5,217,"July 4, 1974",us US,5,Seton Hall
24,Othella Harrington,PF,6-9,235,"January 31, 1974",us US,8,Georgetown
12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",us US,1,Kansas
5,Andrés Nocioni,SF,6-7,225,"November 30, 1979",ar AR,R,
15,Jannero Pargo,PG,6-1,175,"October 22, 1979",us US,2,Arkansas
52,Eric Piatkowski,SG,6-7,215,"September 30, 1970",us US,10,Nebraska
35,Jared Reiner,C,6-11,255,"April 8, 1982",us US,R,Iowa
30,Frank Williams,SG,6-3,212,"February 25, 1980",us US,2,Illinois
