No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",us US,1,Syracuse
11,Earl Boykins,PG,5-5,135,"June 2, 1976",us US,6,Eastern Michigan
7,Greg Buckner,SG,6-4,210,"September 16, 1976",us US,5,Clemson
23,Marcus Camby,C,6-11,220,"March 22, 1974",us US,8,UMass
56,Francisco Elson,C,7-0,235,"February 28, 1976",nl NL,1,California
12,Luis Flores,PG,6-2,200,"April 11, 1981",do DO,R,"Rutgers University, Manhattan College"
31,Nenê,C,6-11,250,"September 13, 1982",br BR,2,
3,DerMarr Johnson,SG,6-9,201,"May 5, 1980",us US,3,Cincinnati
1,Voshon Lenard,SG,6-4,205,"May 14, 1973",us US,9,Minnesota
6,Kenyon Martin,PF,6-9,234,"December 30, 1977",us US,4,Cincinnati
24,Andre Miller,PG,6-3,200,"March 19, 1976",us US,5,Utah
21,Eduardo Nájera,PF,6-8,240,"July 11, 1976",mx MX,4,Oklahoma
10,Wesley Person,SF,6-6,195,"March 28, 1971",us US,10,Auburn
41,Mark Pope,PF,6-10,235,"September 11, 1972",us US,5,"Washington, Kentucky"
9,Bryon Russell,SF,6-7,225,"December 31, 1970",us US,11,Cal State Long Beach
22,Nikoloz Tskitishvili,PF,7-0,225,"April 14, 1983",ge GE,2,
5,Rodney White,SF,6-9,238,"June 28, 1980",us US,3,UNC Charlotte
