No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
10,Darrell Armstrong,PG,6-0,170,"June 22, 1968",us US,10,Fayetteville State University
52,Calvin Booth,C,6-11,230,"May 7, 1976",us US,5,Penn State
44,Shawn Bradley,C,7-6,235,"March 22, 1972",de DE,11,BYU
25,Erick Dampier,C,6-11,265,"July 14, 1975",us US,8,Mississippi State
6,Marquis Daniels,SG,6-6,200,"January 7, 1981",us US,1,Auburn
21,Dan Dickau,PG,6-0,190,"September 16, 1978",us US,2,"Washington, Gonzaga"
4,Michael Finley,SG,6-7,215,"March 6, 1973",us US,9,Wisconsin
34,Devin Harris,PG,6-3,185,"February 27, 1983",us US,R,Wisconsin
50,Alan Henderson,PF,6-9,235,"December 2, 1972",us US,9,Indiana
5,Josh Howard,SF,6-7,210,"April 28, 1980",us US,1,Wake Forest
28,D.J. Mbenga,C,7-0,245,"December 30, 1980",cd CD,R,
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de DE,6,
24,Pavel Podkolzin,C,7-5,260,"January 15, 1985",ru RU,R,
42,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",us US,9,UNC
31,Jason Terry,PG,6-2,185,"September 15, 1977",us US,5,Arizona
2,Keith Van Horn,PF,6-10,220,"October 23, 1975",us US,7,Utah
