No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
11,Rafer Alston,PG,6-2,171,"July 24, 1976",us US,5,Fresno State
55,Rafael Araújo,C,6-11,280,"August 12, 1980",br BR,R,BYU
16,Matt Bonner,C,6-10,235,"April 5, 1980",us US,R,Florida
4,Chris Bosh,PF,6-11,235,"March 24, 1984",us US,1,Georgia Tech
15,Vince Carter,SG,6-6,220,"January 26, 1977",us US,6,UNC
1,Omar Cook,PG,6-1,190,"January 28, 1982",us US,1,St. John's
42,Donyell Marshall,PF,6-9,218,"May 18, 1973",us US,10,UConn
6,Jérôme Moïso,C,6-10,235,"June 15, 1978",fr FR,4,UCLA
21,Lamond Murray,SF,6-7,236,"April 20, 1973",us US,9,California
10,Milt Palacio,PG,6-3,195,"February 7, 1978",us US,5,"Midland College, Colorado State"
24,Morris Peterson,SG,6-7,218,"August 26, 1977",us US,4,Michigan State
5,Jalen Rose,SF,6-8,210,"January 30, 1973",us US,10,Michigan
9,Pape Sow,C,6-10,250,"November 22, 1981",sn SN,R,Cal State Fullerton
34,Aaron Williams,C,6-9,220,"October 2, 1971",us US,10,Xavier
17,Eric Williams,SG,6-8,220,"July 17, 1972",us US,9,"Vincennes University, Providence"
3,Loren Woods,C,7-1,245,"June 21, 1978",us US,3,"Wake Forest, Arizona"
