No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
24,Jonathan Bender,SF,6-11,202,"January 30, 1981",us US,5,
44,Austin Croshere,PF,6-9,235,"May 1, 1975",us US,7,Providence
12,Michael Curry,SF,6-5,210,"August 22, 1968",us US,10,Georgia Southern University
32,Dale Davis,C,6-11,230,"March 25, 1969",us US,13,Clemson
54,John Edwards,C,7-0,275,"July 31, 1981",us US,R,Kent State University
10,Jeff Foster,C,6-11,236,"January 16, 1977",us US,5,Texas State University
3,Tremaine Fowlkes,SF,6-8,220,"April 11, 1976",us US,3,"California, Fresno State"
4,Eddie Gill,PG,6-0,190,"August 16, 1978",us US,3,Weber State
2,Marcus Haislip,PF,6-10,230,"December 22, 1980",us US,2,Tennessee
13,David Harrison,C,7-0,280,"August 15, 1982",us US,R,Colorado
1,Stephen Jackson,SF,6-8,218,"April 5, 1978",us US,4,Butler County Community College
32,Britton Johnsen,SF,6-10,210,"July 8, 1979",us US,1,Utah
8,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,7,College of Charleston
20,Fred Jones,SG,6-4,210,"March 11, 1979",us US,2,Oregon
33,James Jones,SF,6-8,218,"October 4, 1980",us US,1,Miami (FL)
31,Reggie Miller,SG,6-7,185,"August 24, 1965",us US,17,UCLA
7,Jermaine O'Neal,PF,6-11,226,"October 13, 1978",us US,8,
62,Scot Pollard,C,6-11,265,"February 12, 1975",us US,7,Kansas
11,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",us US,3,Iowa State
91,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,5,St. John's
