No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Kenny Anderson,PG,6-1,168,"October 9, 1970",us US,13,Georgia Tech
20,Jon Barry,SG,6-4,195,"July 25, 1969",us US,12,"University of the Pacific, Georgia Tech"
1,Josh Childress,SG,6-8,210,"June 20, 1983",us US,R,Stanford
40,Jason Collier,C,7-0,260,"September 8, 1977",us US,4,"Indiana, Georgia Tech"
0,Tony Delk,SG,6-1,189,"January 28, 1974",us US,8,Kentucky
13,Boris Diaw,SG,6-8,250,"April 16, 1982",fr FR,1,
14,Predrag Drobnjak,C,6-11,270,"October 27, 1975",me ME,3,
54,Obinna Ekezie,C,6-9,270,"August 22, 1975",ng NG,3,Maryland
7,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us US,12,NC State
3,Al Harrington,SF,6-9,230,"February 17, 1980",us US,6,
36,Royal Ivey,PG,6-3,200,"December 20, 1981",us US,R,Texas
10,Tyronn Lue,PG,6-0,175,"May 3, 1977",us US,6,Nebraska
34,Jelani McCoy,C,6-10,245,"December 6, 1977",us US,6,UCLA
2,Anthony Miller,PF,6-9,225,"October 22, 1971",us US,7,Michigan State
15,Donta Smith,SG,6-7,215,"November 27, 1983",us US,R,Southeastern Illinois College
5,Josh Smith,SF,6-9,225,"December 5, 1985",us US,R,
44,Michael Stewart,PF,6-10,230,"April 25, 1975",fr FR,7,California
6,James Thomas,PF,6-8,235,"November 22, 1980",us US,R,Texas
8,Antoine Walker,PF,6-9,224,"August 12, 1976",us US,8,Kentucky
42,Kevin Willis,C,7-0,220,"September 6, 1962",us US,19,Michigan State
