No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
52,Calvin Booth,C,6-11,230,"May 7, 1976",us US,5,Penn State
21,Marcus Fizer,PF,6-9,262,"August 10, 1978",us US,4,Iowa State
50,Dan Gadzuric,C,6-11,240,"February 2, 1978",nl NL,2,UCLA
34,Reece Gaines,PG,6-6,205,"January 7, 1981",us US,1,Louisville
12,Kendall Gill,SG,6-5,195,"May 25, 1968",us US,14,Illinois
5,Anthony Goldwire,PG,6-1,182,"September 6, 1971",us US,6,Houston
31,Zendon Hamilton,C,6-11,250,"April 27, 1975",us US,4,St. John's
5,Eddie House,SG,6-1,180,"May 14, 1978",us US,4,Arizona State
13,Mike James,PG,6-2,188,"June 23, 1975",us US,3,Duquesne
7,Toni Kukoč,SF,6-10,192,"September 18, 1968",hr HR,11,
24,Desmond Mason,SF,6-7,224,"October 11, 1977",us US,4,Oklahoma State
27,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge GE,1,
22,Michael Redd,SG,6-6,220,"August 24, 1979",us US,4,Ohio State
15,Daniel Santiago,C,7-1,256,"June 24, 1976",us US,3,"New Mexico, Saint Vincent College"
8,Joe Smith,PF,6-10,225,"July 26, 1975",us US,9,Maryland
20,Erick Strickland,SG,6-3,210,"November 25, 1973",us US,8,Nebraska
44,Keith Van Horn,SF,6-10,220,"October 23, 1975",us US,7,Utah
25,Mo Williams,PG,6-1,198,"December 19, 1982",us US,1,Alabama
