No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
35,Malik Allen,PF,6-10,255,"June 27, 1978",us US,3,Villanova
49,Shandon Anderson,SF,6-6,208,"December 31, 1973",us US,8,Georgia
45,Rasual Butler,SF,6-7,215,"May 23, 1979",us US,2,La Salle
51,Michael Doleac,C,6-11,262,"June 15, 1977",us US,6,Utah
5,Keyon Dooling,PG,6-3,196,"May 8, 1980",us US,4,Missouri
40,Udonis Haslem,PF,6-8,235,"June 9, 1980",us US,1,Florida
19,Damon Jones,PG,6-3,185,"August 25, 1976",us US,6,Houston
6,Eddie Jones,SF,6-6,190,"October 20, 1971",us US,10,Temple
44,Christian Laettner,PF,6-11,235,"August 17, 1969",us US,12,Duke
33,Alonzo Mourning,C,6-10,240,"February 8, 1970",us US,11,Georgetown
32,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,12,LSU
7,Wesley Person,SF,6-6,195,"March 28, 1971",us US,10,Auburn
8,Steve Smith,SG,6-8,200,"March 31, 1969",us US,13,Michigan State
3,Dwyane Wade,SG,6-4,220,"January 17, 1982",us US,1,Marquette
24,Qyntel Woods,SF,6-8,221,"February 16, 1981",us US,2,Northeast Mississippi Community College
1,Dorell Wright,SF,6-9,205,"December 2, 1985",us US,R,
15,Wang Zhizhi,C,7-0,255,"July 8, 1977",cn CN,4,
