No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
2,Stacey Augmon,SF,6-8,205,"August 1, 1968",us US,13,UNLV
11,Andre Barrett,PG,5-10,172,"February 21, 1982",us US,R,Seton Hall
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,7,Texas Tech
7,Michael Bradley,PF,6-10,245,"April 18, 1979",us US,3,"Kentucky, Villanova"
13,Kelvin Cato,C,6-11,255,"August 26, 1974",us US,7,"University of South Alabama, Iowa State"
1,Doug Christie,SG,6-6,200,"May 9, 1970",us US,12,Pepperdine
55,Andrew DeClercq,C,6-10,230,"February 1, 1973",us US,9,Florida
3,Steve Francis,PG,6-3,195,"February 21, 1977",us US,5,Maryland
8,Pat Garrity,PF,6-9,238,"August 23, 1976",us US,6,Notre Dame
33,Grant Hill,SF,6-8,225,"October 5, 1972",us US,9,Duke
12,Dwight Howard,PF,6-10,265,"December 8, 1985",us US,R,
34,Brandon Hunter,PF,6-7,260,"November 24, 1980",us US,1,Ohio University
7,Mark Jones,SF,6-6,215,"May 25, 1975",us US,R,"Minnesota, Central Florida"
41,Mario Kasun,C,7-1,260,"April 5, 1980",hr HR,R,
5,Cuttino Mobley,SG,6-4,190,"September 1, 1975",us US,6,Rhode Island
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,R,Saint Joseph's
9,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us US,4,
15,Hedo Türkoğlu,SF,6-10,220,"March 19, 1979",tr TR,4,
