No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Gilbert Arenas,PG,6-4,191,"January 6, 1982",us US,3,Arizona
2,Steve Blake,PG,6-3,172,"February 26, 1980",us US,1,Maryland
10,Damone Brown,SF,6-9,200,"June 28, 1979",us US,3,Syracuse
5,Kwame Brown,PF,6-11,270,"March 10, 1982",us US,3,
3,Juan Dixon,SG,6-3,164,"October 9, 1978",us US,2,Maryland
24,Jarvis Hayes,SF,6-7,220,"August 9, 1981",us US,1,"Western Carolina University, Georgia"
33,Brendan Haywood,C,7-0,268,"November 27, 1979",us US,3,UNC
20,Larry Hughes,SG,6-5,184,"January 23, 1979",us US,6,Saint Louis
4,Antawn Jamison,PF,6-9,223,"June 12, 1976",us US,6,UNC
1,Jared Jeffries,SF,6-11,230,"November 25, 1981",us US,2,Indiana
8,Anthony Peeler,SG,6-4,208,"November 25, 1969",us US,12,Missouri
7,Laron Profit,SF,6-5,204,"August 5, 1977",us US,2,Maryland
34,Peter John Ramos,C,7-3,275,"May 13, 1985",pr PR,R,
51,Michael Ruffin,C,6-9,246,"January 21, 1977",us US,4,Tulsa
36,Etan Thomas,C,6-9,256,"April 1, 1978",us US,3,Syracuse
52,Samaki Walker,PF,6-9,240,"February 25, 1976",us US,8,Louisville
