No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
49,Shandon Anderson,SG,6-6,208,"December 31, 1973",us US,8,Georgia
21,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,R,UCLA
42,Vin Baker,PF,6-11,232,"November 23, 1971",us US,11,University of Hartford
2,Jamison Brewer,PG,6-4,184,"November 19, 1980",us US,3,Auburn
45,Jackie Butler,C,6-10,250,"March 10, 1985",us US,R,
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,4,Michigan
1,Anfernee Hardaway,SF,6-7,195,"July 18, 1971",us US,11,Memphis
20,Allan Houston,SG,6-6,200,"April 20, 1971",us US,11,Tennessee
8,Jermaine Jackson,SG,6-4,204,"June 7, 1976",us US,3,Detroit Mercy
3,Stephon Marbury,PG,6-2,180,"February 20, 1977",us US,8,Georgia Tech
13,Nazr Mohammed,C,6-10,221,"September 5, 1977",us US,6,Kentucky
25,Moochie Norris,PG,6-1,175,"July 27, 1973",us US,7,"Auburn, University of West Florida"
13,Malik Rose,PF,6-7,250,"November 23, 1974",us US,8,Drexel
14,Bruno Šundov,C,7-2,220,"February 10, 1980",hr HR,6,
50,Mike Sweetney,C,6-8,275,"October 25, 1982",us US,1,Georgetown
2,Maurice Taylor,C,6-9,260,"October 30, 1976",us US,6,"Michigan, LSU"
40,Kurt Thomas,PF,6-9,230,"October 4, 1972",us US,9,TCU
5,Tim Thomas,SF,6-10,230,"February 26, 1977",us US,7,Villanova
31,Jerome Williams,SF,6-9,206,"May 10, 1973",us US,8,Georgetown
