No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
52,DeSagana Diop,C,7-0,300,"January 30, 1982",sn SN,3,
90,Drew Gooden,PF,6-10,250,"September 24, 1981",us US,2,Kansas
12,Lucious Harris,SG,6-5,190,"December 18, 1970",us US,11,Cal State Long Beach
11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",lt LT,6,
33,Luke Jackson,SF,6-7,215,"November 6, 1981",us US,R,Oregon
23,LeBron James,SF,6-9,250,"December 30, 1984",us US,1,
0,Jeff McInnis,PG,6-4,190,"October 22, 1974",us US,7,UNC
6,Jérôme Moïso,PF,6-10,235,"June 15, 1978",fr FR,4,UCLA
14,Ira Newble,SG,6-7,220,"January 20, 1975",us US,4,Miami University
3,Sasha Pavlović,SG,6-8,220,"November 15, 1983",me ME,1,
20,Eric Snow,SG,6-3,190,"April 24, 1973",us US,9,Michigan State
32,Robert Traylor,C,6-8,284,"February 1, 1977",us US,6,Michigan
17,Anderson Varejão,PF,6-11,273,"September 28, 1982",br BR,R,
2,Dajuan Wagner,SG,6-2,200,"February 4, 1983",us US,2,Memphis
44,Jiří Welsch,SF,6-7,208,"January 27, 1980",cz CZ,2,
47,Scott Williams,C,6-10,230,"March 21, 1968",us US,14,UNC
