No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
30,Carlos Arroyo,PG,6-2,202,"July 30, 1979",pr PR,3,Florida International University
1,Chauncey Billups,PG,6-3,202,"September 25, 1976",us US,7,Colorado
41,Elden Campbell,C,6-11,215,"July 23, 1968",us US,14,Clemson
44,Derrick Coleman,C,6-10,230,"June 21, 1967",us US,14,Syracuse
20,Carlos Delfino,SG,6-6,230,"August 29, 1982",ar AR,R,
12,Ronald Dupree,SF,6-7,209,"January 26, 1981",us US,1,LSU
7,Anthony Goldwire,PG,6-1,182,"September 6, 1971",us US,6,Houston
8,Darvin Ham,SF,6-7,220,"July 23, 1973",us US,7,Texas Tech
32,Richard Hamilton,SG,6-6,185,"February 14, 1978",us US,5,UConn
10,Lindsey Hunter,SG,6-2,170,"December 3, 1970",us US,11,"Alcorn State, Jackson State University"
5,Horace Jenkins,PG,6-1,180,"October 14, 1974",us US,R,William Paterson University
24,Antonio McDyess,PF,6-9,220,"September 7, 1974",us US,8,Alabama
31,Darko Miličić,C,7-0,250,"June 20, 1985",rs RS,1,
7,Smush Parker,PG,6-4,190,"June 1, 1981",us US,1,Fordham
22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us US,2,Kentucky
3,Ben Wallace,C,6-9,240,"September 10, 1974",us US,8,Virginia Union University
36,Rasheed Wallace,PF,6-11,225,"September 17, 1974",us US,9,UNC
