No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
15,Andris Biedriņš,C,6-11,240,"April 2, 1986",lv LV,R,
11,Žarko Čabarkapa,PF,6-11,235,"May 21, 1981",rs RS,1,
40,Calbert Cheaney,SG,6-7,209,"July 17, 1971",us US,11,Indiana
10,Speedy Claxton,PG,5-11,166,"May 8, 1978",us US,3,Hofstra
5,Baron Davis,PG,6-3,209,"April 13, 1979",us US,5,UCLA
32,Dale Davis,C,6-11,230,"March 25, 1969",us US,13,Clemson
34,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us US,2,Duke
4,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,8,Little Rock
6,Luis Flores,PG,6-2,200,"April 11, 1981",do DO,R,"Rutgers University, Manhattan College"
31,Adonal Foyle,C,6-10,250,"March 9, 1975",vc VC,7,Colgate
1,Troy Murphy,PF,6-11,245,"May 2, 1980",us US,3,Notre Dame
21,Eduardo Nájera,PF,6-8,240,"July 11, 1976",mx MX,4,Oklahoma
2,Mickaël Piétrus,SF,6-6,215,"February 7, 1982",gp GP,1,
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,3,Michigan State
3,Clifford Robinson,C,6-10,225,"December 16, 1966",us US,15,UConn
5,Ansu Sesay,SF,6-9,225,"July 29, 1976",us US,3,Ole Miss
20,Nikoloz Tskitishvili,PF,7-0,225,"April 14, 1983",ge GE,2,
3,Rodney White,SF,6-9,238,"June 28, 1980",us US,3,UNC Charlotte
