No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
31,Shane Battier,SG,6-8,220,"September 9, 1978",us US,3,Duke
1,Antonio Burks,PG,6-1,200,"February 25, 1980",us US,R,Memphis
35,Brian Cardinal,PF,6-8,245,"May 2, 1977",us US,4,Purdue
14,Andre Emmett,SG,6-5,230,"August 27, 1982",us US,R,Texas Tech
16,Pau Gasol,PF,7-0,250,"July 6, 1980",es ES,3,
40,Ryan Humphrey,SF,6-8,235,"July 24, 1979",us US,2,"Oklahoma, Notre Dame"
30,Dahntay Jones,SG,6-6,225,"December 27, 1980",us US,1,"Rutgers University, Duke"
33,Mike Miller,SF,6-8,218,"February 19, 1980",us US,4,Florida
41,James Posey,SF,6-8,215,"January 13, 1977",us US,5,Xavier
4,Stromile Swift,PF,6-9,225,"November 21, 1979",us US,4,LSU
12,Jake Tsakalidis,C,7-2,285,"June 10, 1979",ge GE,4,
25,Earl Watson,PG,6-1,195,"June 12, 1979",us US,3,UCLA
6,Bonzi Wells,SG,6-5,210,"September 28, 1976",us US,6,Ball State University
2,Jason Williams,PG,6-1,190,"November 18, 1975",us US,6,"Marshall, Florida"
42,Lorenzen Wright,C,6-11,225,"November 4, 1975",us US,8,Memphis
