No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
30,Carlos Arroyo,PG,6-2,202,"July 30, 1979",pr PR,3,Florida International University
19,Raja Bell,SG,6-5,204,"September 19, 1976",vi VI,4,"Boston University, Florida International University"
5,Carlos Boozer,PF,6-9,258,"November 20, 1981",de DE,2,Duke
22,Curtis Borchardt,C,7-0,240,"September 13, 1980",us US,1,Stanford
31,Jarron Collins,C,6-11,255,"December 2, 1978",us US,3,Stanford
6,Howard Eisley,PG,6-2,177,"December 4, 1972",us US,10,Boston College
10,Gordan Giriček,SG,6-6,210,"June 20, 1977",hr HR,2,
44,Ben Handlogten,C,6-10,240,"November 16, 1973",us US,1,Western Michigan
15,Matt Harpring,SF,6-7,231,"May 31, 1976",us US,6,Georgia Tech
43,Kris Humphries,PF,6-9,235,"February 6, 1985",us US,R,Minnesota
47,Andrei Kirilenko,PF,6-9,220,"February 18, 1981",ru RU,3,
2,Randy Livingston,PG,6-4,209,"April 2, 1975",us US,8,LSU
24,Raül López,PG,6-1,170,"April 15, 1980",es ES,1,
25,Keith McLeod,PG,6-2,188,"November 5, 1979",us US,1,Bowling Green
13,Mehmet Okur,C,6-11,249,"May 26, 1979",tr TR,2,
51,Aleksandar Radojević,C,7-3,250,"August 8, 1976",me ME,1,Barton County Community College
3,Kirk Snyder,SG,6-6,225,"June 5, 1983",us US,R,Nevada
