No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,13,Northeastern University
45,Ryan Broekhoff,SF,6-6,215,"August 23, 1990",au AU,1,Valparaiso
13,Jalen Brunson,PG,6-2,190,"August 31, 1996",us US,1,Villanova
32,Trey Burke,PG,6-0,185,"November 12, 1992",us US,6,Michigan
33,Willie Cauley-Stein,C,7-0,240,"August 18, 1993",us US,4,Kentucky
3,Antonius Cleveland,SG,6-5,195,"February 2, 1994",us US,1,SE Missouri State
30,Seth Curry,SG,6-1,185,"August 23, 1990",us US,5,"Liberty, Duke"
77,Luka Dončić,PG,6-7,230,"February 28, 1999",si SI,1,
10,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",us US,3,Florida
11,Tim Hardaway Jr.,SG,6-5,205,"March 16, 1992",us US,6,Michigan
44,Justin Jackson,PF,6-8,220,"March 28, 1995",us US,2,UNC
9,Michael Kidd-Gilchrist,PF,6-6,232,"September 26, 1993",us US,7,Kentucky
42,Maxi Kleber,PF,6-10,240,"January 29, 1992",de DE,2,
1,Courtney Lee,SG,6-5,215,"October 3, 1985",us US,11,Western Kentucky
51,Boban Marjanović,C,7-4,290,"August 15, 1988",rs RS,4,
6,Kristaps Porziņģis,C,7-2,240,"August 2, 1995",lv LV,3,
7,Dwight Powell,C,6-10,240,"July 20, 1991",ca CA,5,Stanford
23,Josh Reaves,SF,6-4,214,"June 4, 1997",us US,R,Penn State
55,Delon Wright,PG,6-5,185,"April 26, 1992",us US,4,Utah
