No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,Patrick Beverley,PG,6-2,180,"July 12, 1988",us US,7,Arkansas
7,Amir Coffey,SG,6-7,210,"June 17, 1997",us US,R,Minnesota
13,Paul George,SF,6-8,220,"May 2, 1990",us US,9,Fresno State
4,JaMychal Green,PF,6-8,227,"June 21, 1990",us US,5,Alabama
"8, 11",Maurice Harkless,PF,6-7,220,"May 11, 1993",us US,7,St. John's
5,Montrezl Harrell,C,6-7,240,"January 26, 1994",us US,4,Louisville
1,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,8,Boston College
25,Mfiondu Kabengele,C,6-9,250,"August 14, 1997",ca CA,R,Florida State
2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",us US,8,San Diego State
14,Terance Mann,SF,6-5,215,"October 18, 1996",us US,R,Florida State
19,Rodney McGruder,SG,6-4,205,"July 29, 1991",us US,3,Kansas State
31,Marcus Morris,PF,6-8,218,"September 2, 1989",us US,8,Kansas
15,Johnathan Motley,PF,6-8,230,"May 4, 1995",us US,2,Baylor
55,Joakim Noah,C,6-11,230,"February 25, 1985",us US,12,Florida
54,Patrick Patterson,PF,6-8,235,"March 14, 1989",us US,9,Kentucky
1,Jerome Robinson,SG,6-4,190,"February 22, 1997",us US,1,Boston College
20,Landry Shamet,SG,6-4,190,"March 13, 1997",us US,1,Wichita State
10,Derrick Walton,PG,6-0,189,"April 3, 1995",us US,1,Michigan
23,Lou Williams,PG,6-2,175,"October 27, 1986",us US,14,
40,Ivica Zubac,C,7-0,240,"March 18, 1997",ba BA,3,
