No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
44,Bojan Bogdanović,SF,6-7,226,"April 18, 1989",ba BA,5,
13,Tony Bradley,C,6-10,248,"January 8, 1998",us US,2,UNC
5,Jarrell Brantley,PF,6-5,250,"June 7, 1996",us US,R,College of Charleston
00,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,5,"Tulsa, Missouri"
10,Mike Conley,PG,6-0,175,"October 11, 1987",us US,12,Ohio State
17,Ed Davis,C,6-9,218,"June 5, 1989",us US,9,UNC
11,Dante Exum,SG,6-5,214,"July 13, 1995",au AU,4,
27,Rudy Gobert,C,7-1,258,"June 26, 1992",fr FR,6,
22,Jeff Green,PF,6-8,235,"August 28, 1986",us US,11,Georgetown
2,Joe Ingles,PF,6-9,220,"October 2, 1987",au AU,5,
15,Stanton Kidd,SG,6-6,215,"March 18, 1992",us US,R,"South Plains College, NC Central, Colorado State"
45,Donovan Mitchell,SG,6-3,215,"September 7, 1996",us US,2,Louisville
16,Juwan Morgan,PF,6-7,232,"April 17, 1997",us US,R,Indiana
"8, 15",Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",cd CD,4,
31,Georges Niang,PF,6-7,230,"June 17, 1993",us US,3,Iowa State
23,Royce O'Neale,SF,6-4,226,"June 5, 1993",us US,2,"Denver, Baylor"
"24, 81",Miye Oni,SF,6-5,206,"August 4, 1997",us US,R,Yale
6,Rayjon Tucker,SG,6-3,209,"September 24, 1997",us US,R,"Florida Gulf Coast, Little Rock"
0,Nigel Williams-Goss,PG,6-2,190,"September 16, 1994",us US,R,"Gonzaga, Washington"
3,Justin Wright-Foreman,PG,6-0,190,"October 27, 1997",us US,R,Hofstra
