No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
31,Jarrett Allen,C,6-11,243,"April 21, 1998",us US,2,Texas
10,Justin Anderson,SG,6-6,230,"November 19, 1993",us US,4,Virginia
21,Wilson Chandler,PF,6-8,235,"May 10, 1987",us US,11,DePaul
4,Chris Chiozza,PG,5-11,175,"November 21, 1995",us US,1,Florida
33,Nic Claxton,C,6-11,215,"April 17, 1999",us US,R,Georgia
1,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,19,Michigan
"8, 26",Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us US,5,Colorado
4,Henry Ellenson,C,6-10,240,"January 13, 1997",us US,3,Marquette
45,Donta Hall,C,6-9,232,"August 7, 1997",us US,R,Alabama
12,Joe Harris,SF,6-6,220,"September 6, 1991",us US,5,Virginia
11,Kyrie Irving,PG,6-2,195,"March 23, 1992",au AU,8,Duke
8,Tyler Johnson,SG,6-3,186,"May 7, 1992",us US,5,Fresno State
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,11,Texas A&M
00,Rodions Kurucs,PF,6-9,228,"February 5, 1998",lv LV,1,
22,Caris LeVert,SG,6-6,205,"August 25, 1994",us US,3,Michigan
9,Timothé Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr FR,3,
0,Jeremiah Martin,PG,6-3,185,"June 19, 1996",us US,R,Memphis
13,Džanan Musa,SF,6-9,217,"May 8, 1999",ba BA,1,
0,David Nwaba,SF,6-5,219,"January 14, 1993",us US,3,Cal Poly
1,Theo Pinson,SG,6-5,212,"November 5, 1995",us US,1,UNC
2,Taurean Prince,PF,6-6,218,"March 22, 1994",us US,3,Baylor
10,Iman Shumpert,SF,6-5,215,"June 26, 1990",us US,8,Georgia Tech
17,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,9,LSU
42,Lance Thomas,PF,6-8,240,"April 24, 1988",us US,8,Duke
