No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
37,Kostas Antetokounmpo,PF,6-10,200,"November 20, 1997",gr GR,1,Dayton
11,Avery Bradley,SG,6-3,180,"November 26, 1990",us US,9,Texas
12,Devontae Cacok,C,6-7,240,"October 8, 1996",us US,R,UNC Wilmington
1,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",us US,6,Georgia
4,Alex Caruso,PG,6-5,186,"February 28, 1994",us US,2,Texas A&M
"2, 28",Quinn Cook,PG,6-1,180,"March 23, 1993",us US,3,Duke
30,Troy Daniels,SG,6-4,200,"July 15, 1991",us US,6,VCU
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us US,7,Kentucky
10,Jared Dudley,PF,6-6,237,"July 10, 1985",us US,12,Boston College
14,Danny Green,SG,6-6,215,"June 22, 1987",us US,10,UNC
5,Talen Horton-Tucker,SG,6-4,234,"November 25, 2000",us US,R,Iowa State
39,Dwight Howard,C,6-10,265,"December 8, 1985",us US,15,
23,LeBron James,PG,6-9,250,"December 30, 1984",us US,16,
0,Kyle Kuzma,PF,6-9,221,"July 24, 1995",us US,2,Utah
7,JaVale McGee,C,7-0,270,"January 19, 1988",us US,11,Nevada
88,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,8,Kansas
21,Zach Norvell,SG,6-5,206,"December 9, 1997",us US,R,Gonzaga
9,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,13,Kentucky
21,J.R. Smith,SG,6-6,225,"September 9, 1985",us US,15,
18,Dion Waiters,SG,6-3,215,"December 10, 1991",us US,7,Syracuse
