No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Nickeil Alexander-Walker,SG,6-5,205,"September 2, 1998",ca CA,R,Virginia Tech
2,Lonzo Ball,PG,6-6,190,"October 27, 1997",us US,2,UCLA
45,Zylan Cheatham,PF,6-5,220,"November 17, 1995",us US,R,"San Diego State, Arizona State"
22,Derrick Favors,C,6-9,265,"July 15, 1991",us US,9,Georgia Tech
5,Josh Gray,PG,6-0,180,"September 9, 1993",us US,1,LSU
3,Josh Hart,SF,6-4,215,"March 6, 1995",us US,2,Villanova
10,Jaxson Hayes,C,7-0,220,"May 23, 2000",us US,R,Texas
11,Jrue Holiday,SG,6-4,205,"June 12, 1990",us US,10,UCLA
14,Brandon Ingram,PF,6-8,190,"September 2, 1997",us US,3,Duke
15,Frank Jackson,PG,6-3,205,"May 4, 1998",us US,1,Duke
20,Nicolò Melli,C,6-9,236,"January 26, 1991",it IT,R,
55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",us US,8,Purdue
"8, 9",Jahlil Okafor,C,6-10,270,"December 15, 1995",us US,4,Duke
4,JJ Redick,SG,6-3,200,"June 24, 1984",us US,13,Duke
12,Sindarius Thornwell,SF,6-4,215,"November 15, 1994",us US,2,South Carolina
34,Kenrich Williams,PF,6-6,210,"December 2, 1994",us US,1,TCU
1,Zion Williamson,PF,6-6,284,"July 6, 2000",us US,R,Duke
