No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,15,UCLA
35,Marvin Bagley III,C,6-10,235,"March 14, 1999",us US,1,Duke
40,Harrison Barnes,PF,6-8,225,"May 30, 1992",us US,7,UNC
26,Kent Bazemore,SF,6-4,195,"July 1, 1989",us US,7,Old Dominion
88,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",rs RS,4,
8,Bogdan Bogdanović,SG,6-5,220,"August 18, 1992",rs RS,2,
13,Corey Brewer,PF,6-9,186,"March 5, 1986",us US,12,Florida
13,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,6,USC
3,Yogi Ferrell,PG,6-0,178,"May 9, 1993",us US,3,Indiana
5,De'Aaron Fox,PG,6-3,185,"December 20, 1997",us US,2,Kentucky
32,Wenyen Gabriel,PF,6-9,205,"March 26, 1997",sd SD,R,Kentucky
20,Harry Giles,C,6-11,240,"April 22, 1998",us US,1,Duke
7,Kyle Guy,SG,6-1,167,"August 11, 1997",us US,R,Virginia
24,Buddy Hield,SG,6-4,220,"December 17, 1992",bs BS,3,Oklahoma
22,Richaun Holmes,C,6-10,235,"October 15, 1993",us US,4,Bowling Green
10,Justin James,SF,6-7,190,"January 24, 1997",us US,R,Wyoming
19,DaQuan Jeffries,SG,6-5,230,"August 30, 1997",us US,R,"Oral Roberts, Tulsa"
9,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,8,Texas
25,Alex Len,C,7-0,250,"June 16, 1993",ua UA,6,Maryland
42,Eric Mika,C,6-10,230,"January 5, 1995",us US,R,BYU
33,Jabari Parker,PF,6-8,245,"March 15, 1995",us US,5,Duke
50,Caleb Swanigan,C,6-9,260,"April 18, 1997",us US,2,Purdue
43,Anthony Tolliver,PF,6-8,240,"June 1, 1985",us US,11,Creighton
