No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Grayson Allen,SG,6-4,198,"October 8, 1995",us US,1,Duke
1,Kyle Anderson,SF,6-9,230,"September 20, 1993",us US,5,UCLA
2,Jordan Bell,C,6-8,216,"January 7, 1995",us US,2,Oregon
24,Dillon Brooks,SG,6-6,225,"January 22, 1996",ca CA,2,Oregon
5,Bruno Caboclo,C,6-9,218,"September 21, 1995",br BR,5,
15,Brandon Clarke,PF,6-8,215,"September 19, 1996",ca CA,R,"San Jose State, Gonzaga"
99,Jae Crowder,SF,6-6,235,"July 6, 1990",us US,7,Marquette
14,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,6,Louisville
23,Marko Gudurić,SG,6-6,201,"March 8, 1995",rs RS,R,
5,Dusty Hannahs,SG,6-3,210,"September 2, 1993",us US,1,"Texas Tech, Arkansas"
44,Solomon Hill,PF,6-6,226,"March 18, 1991",us US,6,Arizona
13,Jaren Jackson Jr.,C,6-10,242,"September 15, 1999",us US,1,Michigan State
20,Josh Jackson,SF,6-8,207,"February 10, 1997",us US,2,Kansas
21,Tyus Jones,PG,6-1,196,"May 10, 1996",us US,4,Duke
46,John Konchar,SG,6-5,210,"March 22, 1996",us US,R,Purdue-Fort Wayne
0,De'Anthony Melton,PG,6-2,200,"May 28, 1998",us US,1,USC
12,Ja Morant,PG,6-2,174,"August 10, 1999",us US,R,Murray State
44,Anthony Tolliver,PF,6-8,240,"June 1, 1985",us US,11,Creighton
19,Jarrod Uthoff,PF,6-9,221,"May 19, 1993",us US,1,Iowa
17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",lt LT,7,
18,Yuta Watanabe,SF,6-9,215,"October 13, 1994",jp JP,1,George Washington
