No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
18,Jordan Bone,PG,6-2,180,"November 5, 1997",us US,R,Tennessee
6,Bruce Brown,PG,6-4,202,"August 15, 1996",us US,1,Miami (FL)
45,Sekou Doumbouya,PF,6-8,230,"December 23, 2000",gn GN,R,
0,Andre Drummond,C,6-11,279,"August 10, 1993",us US,7,UConn
12,Tim Frazier,PG,6-0,170,"November 1, 1990",us US,5,Penn State
9,Langston Galloway,SG,6-1,200,"December 9, 1991",us US,5,Saint Joseph's
23,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,9,Oklahoma
42,Donta Hall,PF,6-9,232,"August 7, 1997",us US,R,Alabama
31,John Henson,C,6-9,219,"December 28, 1990",us US,7,UNC
1,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,8,Boston College
5,Luke Kennard,SG,6-5,206,"June 24, 1996",us US,2,Duke
14,Louis King,SF,6-7,205,"April 6, 1999",us US,R,Oregon
20,Brandon Knight,PG,6-2,182,"December 2, 1991",us US,7,Kentucky
7,Thon Maker,C,7-0,221,"February 25, 1997",ss SS,3,
52,Jordan McRae,SG,6-5,179,"March 28, 1991",us US,3,Tennessee
"8, 88",Markieff Morris,PF,6-9,245,"September 2, 1989",us US,8,Kansas
19,Svi Mykhailiuk,SF,6-7,205,"June 10, 1997",ua UA,1,Kansas
25,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,10,Memphis
17,Tony Snell,SF,6-6,213,"November 10, 1991",us US,6,New Mexico
13,Khyri Thomas,SG,6-3,210,"May 8, 1996",us US,1,Creighton
12,Derrick Walton,PG,6-0,189,"April 3, 1995",us US,1,Michigan
35,Christian Wood,PF,6-8,214,"September 27, 1995",us US,3,UNLV
