No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Giannis Antetokounmpo,PF,6-11,242,"December 6, 1994",gr GR,6,
43,Thanasis Antetokounmpo,SF,6-7,219,"July 18, 1992",gr GR,1,
17,Dragan Bender,C,7-0,225,"November 17, 1997",ba BA,3,
6,Eric Bledsoe,PG,6-1,214,"December 9, 1989",us US,9,Kentucky
23,Sterling Brown,SF,6-5,219,"February 10, 1995",us US,2,SMU
24,Pat Connaughton,SG,6-5,209,"January 6, 1993",us US,4,Notre Dame
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us US,1,Villanova
3,George Hill,PG,6-4,188,"May 4, 1986",us US,11,IUPUI
7,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,11,
26,Kyle Korver,SF,6-7,212,"March 17, 1981",us US,16,Creighton
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,11,Stanford
42,Robin Lopez,C,7-1,281,"April 1, 1988",us US,11,Stanford
15,Frank Mason III,PG,5-11,190,"April 3, 1994",us US,2,Kansas
9,Wesley Matthews,SG,6-5,220,"October 14, 1986",us US,10,Marquette
22,Khris Middleton,SF,6-7,222,"August 12, 1991",us US,7,Texas A&M
20,Marvin Williams,PF,6-8,237,"June 19, 1986",us US,14,UNC
5,D.J. Wilson,PF,6-10,231,"February 19, 1996",us US,2,Michigan
