No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Marques Bolden,C,6-10,249,"April 17, 1998",us US,R,Duke
8,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,5,"Tulsa, Missouri"
21,Tyler Cook,PF,6-8,255,"September 23, 1997",us US,R,Iowa
18,Matthew Dellavedova,PG,6-3,200,"September 8, 1990",au AU,6,Saint Mary's
3,Andre Drummond,C,6-11,279,"August 10, 1993",us US,7,UConn
1,Dante Exum,SG,6-5,214,"July 13, 1995",au AU,4,
10,Darius Garland,SG,6-1,192,"January 26, 2000",us US,R,Vanderbilt
31,John Henson,C,6-9,219,"December 28, 1990",us US,7,UNC
20,Brandon Knight,SG,6-2,182,"December 2, 1991",us US,7,Kentucky
0,Kevin Love,PF,6-8,251,"September 7, 1988",us US,11,UCLA
55,J.P. Macura,SG,6-5,203,"June 5, 1995",us US,1,Xavier
28,Alfonzo McKinnie,SF,6-7,215,"September 17, 1992",us US,2,Green Bay
31,Matt Mooney,SG,6-3,199,"February 7, 1996",us US,R,"Air Force, South Dakota, Texas Tech"
22,Larry Nance Jr.,PF,6-8,245,"January 1, 1993",us US,4,Wyoming
14,Malik Newman,SG,6-3,190,"February 21, 1997",us US,R,"Mississippi State, Kansas"
16,Cedi Osman,SF,6-7,230,"April 8, 1995",mk MK,2,
4,Kevin Porter Jr.,SF,6-4,203,"May 4, 2000",us US,R,USC
2,Collin Sexton,PG,6-3,190,"January 4, 1999",us US,1,Alabama
13,Tristan Thompson,C,6-9,254,"March 13, 1991",ca CA,8,Texas
32,Dean Wade,PF,6-9,228,"November 20, 1996",us US,R,Kansas State
41,Ante Žižić,C,6-10,266,"January 4, 1997",hr HR,2,
