No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Bam Adebayo,PF,6-9,255,"July 18, 1997",us US,2,Kentucky
17,Kyle Alexander,C,6-11,220,"October 21, 1996",ca CA,R,Tennessee
22,Jimmy Butler,SF,6-7,230,"September 14, 1989",us US,8,Marquette
99,Jae Crowder,PF,6-6,235,"July 6, 1990",us US,7,Marquette
7,Goran Dragić,PG,6-4,190,"May 6, 1986",si SI,11,
40,Udonis Haslem,C,6-8,235,"June 9, 1980",us US,16,Florida
14,Tyler Herro,SG,6-5,195,"January 20, 2000",us US,R,Kentucky
44,Solomon Hill,PF,6-6,226,"March 18, 1991",us US,6,Arizona
28,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,15,Arizona
16,James Johnson,PF,6-7,240,"February 20, 1987",us US,10,Wake Forest
5,Derrick Jones Jr.,SF,6-5,210,"February 15, 1997",us US,3,UNLV
0,Meyers Leonard,C,7-0,260,"February 27, 1992",us US,7,Illinois
15,Daryl Macon,PG,6-2,185,"November 29, 1995",us US,1,Arkansas
25,Kendrick Nunn,PG,6-2,190,"August 3, 1995",us US,R,"Illinois, Oakland"
4,KZ Okpala,PF,6-8,215,"April 28, 1999",us US,R,Stanford
9,Kelly Olynyk,C,6-11,240,"April 19, 1991",ca CA,6,Gonzaga
55,Duncan Robinson,SG,6-7,215,"April 22, 1994",us US,1,"Williams, Michigan"
30,Chris Silva,PF,6-8,234,"September 19, 1996",ga GA,R,South Carolina
2,Gabe Vincent,PG,6-3,195,"June 14, 1996",us US,R,UC Santa Barbara
11,Dion Waiters,SG,6-3,215,"December 10, 1991",us US,7,Syracuse
20,Justise Winslow,SG,6-6,222,"March 26, 1996",us US,4,Duke
