No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",us US,13,Texas
18,Marco Belinelli,SG,6-5,220,"March 25, 1986",it IT,12,
77,DeMarre Carroll,SF,6-6,215,"July 27, 1986",us US,10,"Vanderbilt, Missouri"
10,DeMar DeRozan,SF,6-6,220,"August 7, 1989",us US,10,USC
14,Drew Eubanks,C,6-9,245,"February 1, 1997",us US,1,Oregon State
11,Bryn Forbes,SG,6-2,205,"July 23, 1993",us US,3,Michigan State
22,Rudy Gay,PF,6-8,250,"August 17, 1986",us US,13,UConn
3,Keldon Johnson,SF,6-5,220,"October 11, 1999",us US,R,Kentucky
41,Trey Lyles,PF,6-9,234,"November 5, 1995",ca CA,4,Kentucky
7,Chimezie Metu,C,6-9,225,"March 22, 1997",us US,1,USC
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,10,Saint Mary's
5,Dejounte Murray,PG,6-5,180,"September 19, 1996",us US,2,Washington
25,Jakob Poeltl,C,7-0,245,"October 15, 1995",at AT,3,Utah
19,Luka Šamanić,PF,6-10,227,"January 9, 2000",hr HR,R,
1,Lonnie Walker IV,SG,6-4,204,"December 14, 1998",us US,1,Miami (FL)
15,Quinndary Weatherspoon,SG,6-3,205,"September 10, 1996",us US,R,Mississippi State
4,Derrick White,SG,6-4,190,"July 2, 1994",us US,2,"Colorado-Colorado Springs, Colorado"
40,Tyler Zeller,C,7-0,253,"January 17, 1990",us US,7,UNC
