No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Steven Adams,C,6-11,265,"July 20, 1993",nz NZ,6,Pitt
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us US,R,
30,Deonte Burton,SF,6-4,240,"January 31, 1994",us US,1,"Marquette, Iowa State"
6,Hamidou Diallo,SF,6-5,202,"July 31, 1998",us US,1,Kentucky
5,Luguentz Dort,SF,6-3,215,"April 19, 1999",ca CA,R,Arizona State
23,Terrance Ferguson,SF,6-6,190,"May 17, 1998",us US,2,
8,Danilo Gallinari,PF,6-10,233,"August 8, 1988",it IT,10,
2,Shai Gilgeous-Alexander,SG,6-6,180,"July 12, 1998",ca CA,1,Kentucky
"14, 22",Devon Hall,PG,6-2,215,"July 7, 1995",us US,R,Virginia
15,Kevin Hervey,PF,6-9,230,"July 9, 1996",us US,R,UT Arlington
33,Mike Muscala,C,6-10,240,"July 1, 1991",us US,6,Bucknell
11,Abdel Nader,SF,6-5,225,"September 25, 1993",eg EG,2,"Northern Illinois, Iowa State"
9,Nerlens Noel,C,6-10,220,"April 10, 1994",us US,5,Kentucky
13,Justin Patton,C,6-11,241,"June 14, 1997",us US,2,Creighton
3,Chris Paul,PG,6-0,175,"May 6, 1985",us US,14,Wake Forest
21,Andre Roberson,SF,6-7,210,"December 4, 1991",us US,5,Colorado
22,Isaiah Roby,PF,6-8,230,"February 3, 1998",us US,R,Nebraska
17,Dennis Schröder,PG,6-1,172,"September 15, 1993",de DE,6,
