No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
22,Deandre Ayton,C,7-0,250,"July 23, 1998",bs BS,1,Arizona
46,Aron Baynes,C,6-10,260,"December 9, 1986",nz NZ,7,Washington State
43,Jonah Bolden,C,6-8,220,"January 2, 1996",au AU,1,UCLA
1,Devin Booker,SG,6-6,206,"October 30, 1996",us US,4,Kentucky
25,Mikal Bridges,SF,6-6,209,"August 30, 1996",us US,1,Villanova
4,Jevon Carter,PG,6-1,200,"September 14, 1995",us US,1,West Virginia
14,Cheick Diallo,C,6-8,219,"September 13, 1996",ml ML,3,Kansas
12,Jared Harper,PG,5-10,175,"September 14, 1997",us US,R,Auburn
10,Ty Jerome,SG,6-5,195,"July 8, 1997",us US,R,Virginia
23,Cameron Johnson,PF,6-8,210,"March 3, 1996",us US,R,"Pitt, UNC"
16,Tyler Johnson,PG,6-3,186,"May 7, 1992",us US,5,Fresno State
8,Frank Kaminsky,C,7-0,240,"April 4, 1993",us US,4,Wisconsin
0,Jalen Lecque,SG,6-4,185,"June 13, 2000",us US,R,
2,Elie Okobo,PG,6-3,190,"October 23, 1997",fr FR,1,
3,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",us US,4,Kansas
41,Tariq Owens,PF,6-10,205,"June 30, 1995",us US,R,"Tennessee, St. John's, Texas Tech"
15,Cameron Payne,SG,6-3,183,"August 8, 1994",us US,4,Murray State
11,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,8,
20,Dario Šarić,PF,6-10,225,"April 8, 1994",hr HR,3,
