No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
31,Keita Bates-Diop,PF,6-8,229,"January 23, 1996",us US,1,Ohio State
5,Malik Beasley,SG,6-4,187,"November 26, 1996",us US,3,Florida State
7,Jordan Bell,C,6-8,216,"January 7, 1995",us US,2,Oregon
33,Robert Covington,PF,6-7,209,"December 14, 1990",us US,6,Tennessee State
9,Allen Crabbe,SF,6-5,212,"April 9, 1992",us US,6,California
23,Jarrett Culver,SG,6-6,195,"February 20, 1999",us US,R,Texas Tech
5,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,6,Louisville
12,Jacob Evans,SG,6-4,210,"June 18, 1997",us US,1,Cincinnati
12,Treveon Graham,SF,6-5,219,"October 28, 1993",us US,3,VCU
41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",es ES,3,
16,James Johnson,C,6-7,240,"February 20, 1987",us US,10,Wake Forest
10,Jake Layman,SF,6-8,209,"March 7, 1994",us US,3,Maryland
30,Kelan Martin,SF,6-5,230,"August 3, 1995",us US,R,Butler
6,Jordan McLaughlin,PG,6-0,185,"April 9, 1996",us US,R,USC
13,Shabazz Napier,PG,6-0,175,"July 14, 1991",us US,5,UConn
4,Jaylen Nowell,SG,6-4,201,"July 9, 1999",us US,R,Washington
20,Josh Okogie,SG,6-4,213,"September 1, 1998",ng NG,1,Georgia Tech
11,Naz Reid,C,6-9,264,"August 26, 1999",us US,R,LSU
0,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,4,Ohio State
0,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,10,Wake Forest
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,4,Kentucky
3,Jarred Vanderbilt,PF,6-8,214,"April 3, 1999",us US,1,Kentucky
1,Noah Vonleh,C,6-10,257,"August 24, 1995",us US,5,Indiana
22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca CA,5,Kansas
