No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Christian Braun,SG,6-6,218,"April 17, 2001",us US,1,Kansas
5,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",us US,10,Georgia
21,Collin Gillespie,PG,6-1,195,"June 25, 1999",us US,R,Villanova
50,Aaron Gordon,PF,6-8,235,"September 16, 1995",us US,9,Arizona
9,Justin Holiday,SG,6-6,180,"April 5, 1989",us US,10,Washington
30,Jay Huff,C,7-1,240,"August 25, 1998",us US,2,Virginia
7,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,12,Boston College
15,Nikola Jokić,C,6-11,284,"February 19, 1995",rs RS,8,
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,15,Texas A&M
11,Braxton Key,SF,6-8,230,"February 14, 1997",us US,2,"Alabama, Virginia"
27,Jamal Murray,PG,6-4,215,"February 23, 1997",ca CA,6,Kentucky
22,Zeke Nnaji,PF,6-9,240,"January 9, 2001",us US,3,Arizona
24,Jalen Pickett,SG,6-4,209,"October 22, 1999",us US,R,"Siena College, Penn State"
1,Michael Porter Jr.,SF,6-10,218,"June 29, 1998",us US,4,Missouri
3,Julian Strawther,SF,6-7,205,"April 18, 2002",us US,R,Gonzaga
4,Hunter Tyson,PF,6-8,215,"June 13, 2000",us US,R,Clemson
8,Peyton Watson,SF,6-8,200,"September 11, 2002",us US,1,UCLA
