No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
2,Deandre Ayton,C,7-0,250,"July 23, 1998",bs BS,5,Arizona
41,Ibou Badji,C,7-1,240,"October 13, 2002",sn SN,R,
5,Dalano Banton,PG,6-9,204,"November 7, 1999",ca CA,2,Nebraska
21,Jamaree Bouyea,PG,6-2,180,"June 27, 1999",us US,1,San Francisco
11,Malcolm Brogdon,PG,6-4,229,"December 11, 1992",us US,7,Virginia
10,Moses Brown,C,7-2,245,"October 13, 1999",us US,4,UCLA
33,Toumani Camara,PF,6-8,220,"May 8, 2000",be BE,R,Dayton
9,Jerami Grant,PF,6-7,210,"March 12, 1994",us US,9,Syracuse
19,Ashton Hagans,PG,6-3,190,"July 8, 1999",us US,1,Kentucky
0,Scoot Henderson,PG,6-3,202,"February 3, 2004",us US,R,
5,Skylar Mays,PG,6-4,205,"September 5, 1997",us US,3,LSU
24,Justin Minaya,SF,6-5,210,"March 26, 1999",us US,1,
76,Taze Moore,SG,6-5,195,"June 29, 1998",us US,R,"Cal State-Bakersfield, Houston"
8,Kris Murray,SF,6-8,220,"August 19, 2000",us US,R,Iowa
26,Duop Reath,C,6-11,245,"June 26, 1996",ss SS,R,"Lee College, LSU"
72,Rayan Rupert,SG,6-6,205,"May 31, 2004",fr FR,R,
17,Shaedon Sharpe,SG,6-6,200,"May 30, 2003",ca CA,1,Kentucky
1,Anfernee Simons,SG,6-3,181,"June 8, 1999",us US,5,
4,Matisse Thybulle,SF,6-5,201,"March 4, 1997",us US,4,Washington
23,Ish Wainright,SF,6-6,250,"September 12, 1994",us US,2,Baylor
34,Jabari Walker,SF,6-9,215,"July 30, 2002",us US,1,Colorado
35,Robert Williams,C,6-9,237,"October 17, 1997",us US,5,Texas A&M
