No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
31,Jarrett Allen,C,6-11,243,"April 21, 1998",us US,6,Texas
21,Emoni Bates,SF,6-10,170,"January 28, 2004",us US,R,"Memphis, Eastern Michigan"
10,Darius Garland,PG,6-1,192,"January 26, 2000",us US,4,Vanderbilt
2,Ty Jerome,SG,6-5,195,"July 8, 1997",us US,4,Virginia
30,Damian Jones,C,6-11,245,"June 30, 1995",us US,7,Vanderbilt
3,Caris LeVert,SG,6-6,205,"August 25, 1994",us US,7,Michigan
5,Sam Merrill,SG,6-4,205,"May 15, 1996",us US,3,Utah State University
45,Donovan Mitchell,SG,6-3,215,"September 7, 1996",us US,6,Louisville
4,Evan Mobley,PF,6-11,215,"June 18, 2001",us US,2,USC
15,Isaiah Mobley,PF,6-8,240,"September 24, 1999",us US,1,USC
24,Marcus Morris,PF,6-8,218,"September 2, 1989",us US,12,Kansas
8,Pete Nance,PF,6-11,230,"February 19, 2000",us US,R,"Northwestern, UNC"
20,Georges Niang,PF,6-7,230,"June 17, 1993",us US,7,Iowa State
35,Isaac Okoro,SF,6-5,225,"January 26, 2001",us US,3,Auburn
9,Craig Porter Jr.,PG,6-2,186,"February 26, 2000",us US,R,"Vincennes University, Wichita State"
1,Max Strus,SF,6-5,215,"March 28, 1996",us US,4,"Lewis (IL), DePaul"
"12, 13",Tristan Thompson,C,6-9,254,"March 13, 1991",ca CA,12,Texas
32,Dean Wade,PF,6-9,228,"November 20, 1996",us US,4,Kansas State
