No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
10,Amari Bailey,PG,6-5,185,"February 17, 2004",us US,R,UCLA
1,LaMelo Ball,PG,6-7,180,"August 22, 2001",us US,3,
9,Dāvis Bertāns,PF,6-10,225,"November 12, 1992",lv LV,7,
12,Leaky Black,SF,6-9,205,"June 14, 1999",us US,R,UNC
3,Marques Bolden,C,6-10,249,"April 17, 1998",us US,2,Duke
2,James Bouknight,SG,6-5,190,"September 18, 2000",us US,2,UConn
0,Miles Bridges,SF,6-7,225,"March 21, 1998",us US,4,Michigan State
30,Seth Curry,SG,6-1,185,"August 23, 1990",us US,9,"Liberty, Duke"
20,Gordon Hayward,SF,6-7,225,"March 23, 1990",us US,13,Butler
9,Théo Maledon,PG,6-4,175,"June 12, 2001",fr FR,3,
23,Tre Mann,PG,6-3,178,"February 3, 2001",us US,2,Florida
11,Cody Martin,SF,6-5,205,"September 28, 1995",us US,4,"NC State, Nevada"
7,Bryce McGowens,SG,6-7,179,"November 8, 2002",us US,1,Nebraska
31,Nathan Mensah,C,6-8,230,"April 9, 1998",gh GH,R,San Diego State
22,Vasilije Micić,PG,6-5,200,"January 13, 1994",rs RS,R,
24,Brandon Miller,SF,6-9,201,"November 22, 2002",us US,R,Alabama
44,Frank Ntilikina,PG,6-4,200,"July 28, 1998",be BE,6,
17,Aleksej Pokusevski,PF,7-0,190,"December 26, 2001",rs RS,3,
4,Nick Richards,C,7-0,245,"November 29, 1997",jm JM,3,Kentucky
3,Terry Rozier,SG,6-1,190,"March 17, 1994",us US,8,Louisville
14,Ish Smith,PG,6-0,175,"July 5, 1988",us US,13,Wake Forest
8,Nick Smith Jr.,SG,6-5,185,"April 18, 2004",us US,R,Arkansas
21,JT Thor,PF,6-10,205,"August 26, 2002",us US,2,Auburn
25,P.J. Washington,PF,6-7,230,"August 23, 1998",us US,4,Kentucky
2,Grant Williams,PF,6-6,236,"November 30, 1998",us US,4,Tennessee
5,Mark Williams,C,7-0,241,"December 16, 2001",us US,1,Duke
