No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Precious Achiuwa,C,6-8,225,"September 19, 1999",ng NG,3,Memphis
30,Ochai Agbaji,SG,6-5,215,"April 20, 2000",us US,1,Kansas
3,OG Anunoby,SF,6-7,232,"July 17, 1997",gb GB,6,Indiana
4,Scottie Barnes,SG,6-7,227,"August 1, 2001",us US,2,Florida State
9,RJ Barrett,SG,6-6,214,"June 14, 2000",ca CA,4,Duke
25,Chris Boucher,PF,6-9,200,"January 11, 1993",lc LC,6,Oregon
11,Bruce Brown,PG,6-4,202,"August 15, 1996",us US,5,Miami (FL)
3,D.J. Carton,SG,6-2,200,"August 5, 2000",us US,R,"Ohio State, Marquette"
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us US,R,Kansas
22,Malachi Flynn,PG,6-1,175,"May 10, 1998",us US,3,"Washington State, San Diego State"
0,Javon Freeman-Liberty,PG,6-4,180,"October 20, 1999",us US,R,"Valparaiso, DePaul"
16,Mouhamadou Gueye,PF,6-9,210,"July 6, 1998",us US,R,"Monroe Community College, Stony Brook University, Pitt"
8,Ron Harper Jr.,PF,6-6,245,"April 12, 2000",us US,1,Rutgers University
3,Kira Lewis Jr.,PG,6-1,170,"April 6, 2001",us US,3,Alabama
2,Jalen McDaniels,SF,6-9,205,"January 31, 1998",us US,4,San Diego State
24,Markquis Nowell,SG,5-8,160,"December 25, 1999",us US,R,"Little Rock, Kansas State"
13,Jordan Nwora,SF,6-8,225,"September 9, 1998",us US,3,Louisville
41,Kelly Olynyk,C,6-11,240,"April 19, 1991",ca CA,10,Gonzaga
19,Jakob Poeltl,C,7-0,245,"October 15, 1995",at AT,7,Utah
"11, 34",Jontay Porter,PF,6-11,240,"November 15, 1999",us US,1,Missouri
32,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",us US,10,Georgetown
5,Immanuel Quickley,PG,6-3,190,"June 17, 1999",us US,3,Kentucky
37,Jahmi'us Ramsey,SG,6-3,190,"June 9, 2001",us US,2,Texas Tech
17,Dennis Schröder,PG,6-1,172,"September 15, 1993",de DE,10,
43,Pascal Siakam,PF,6-8,230,"April 2, 1994",cm CM,7,New Mexico State
8,Kobi Simmons,PG,6-5,166,"July 4, 1997",us US,3,Arizona
"14, 17",Garrett Temple,SG,6-5,195,"May 8, 1986",us US,13,LSU
33,Gary Trent Jr.,SG,6-5,209,"January 18, 1999",us US,5,Duke
35,Malik Williams,C,6-11,250,"August 26, 1998",us US,R,
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,16,Georgia Tech
