No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Grayson Allen,SG,6-4,198,"October 8, 1995",us US,5,Duke
27,Udoka Azubuike,C,6-10,280,"September 17, 1999",ng NG,3,Kansas
21,Keita Bates-Diop,SF,6-8,229,"January 23, 1996",us US,5,Ohio State
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,11,Florida
11,Bol Bol,PF,7-3,220,"November 16, 1999",sd SD,4,Oregon
1,Devin Booker,PG,6-6,206,"October 30, 1996",us US,8,Kentucky
35,Kevin Durant,PF,6-11,240,"September 29, 1988",us US,15,Texas
14,Drew Eubanks,C,6-9,245,"February 1, 1997",us US,5,Oregon State
0,Jordan Goodwin,PG,6-3,200,"October 23, 1998",us US,2,Saint Louis
23,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,15,Indiana
38,Saben Lee,PG,6-2,183,"June 23, 1999",us US,3,Vanderbilt
25,Nassir Little,SF,6-5,220,"February 11, 2000",us US,4,UNC
12,Théo Maledon,PG,6-4,175,"June 12, 2001",fr FR,3,
4,Chimezie Metu,C,6-9,225,"March 22, 1997",us US,5,USC
20,Jusuf Nurkić,C,7-0,290,"August 23, 1994",ba BA,9,
0,Royce O'Neale,SF,6-4,226,"June 5, 1993",us US,6,"Denver, Baylor"
2,Josh Okogie,SG,6-4,213,"September 1, 1998",ng NG,5,Georgia Tech
21,David Roddy,PF,6-4,255,"March 27, 2001",us US,1,Colorado State
4,Isaiah Thomas,PG,5-9,185,"February 7, 1989",us US,11,Washington
12,Ish Wainright,SF,6-6,250,"September 12, 1994",us US,2,Baylor
18,Yuta Watanabe,SF,6-9,215,"October 13, 1994",jp JP,5,George Washington
30,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,16,Georgia Tech
