No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Dillon Brooks,SF,6-6,225,"January 22, 1996",ca CA,6,Oregon
25,Reggie Bullock,SF,6-6,205,"March 16, 1991",us US,10,UNC
17,Tari Eason,PF,6-8,216,"May 10, 2001",us US,1,"Cincinnati, LSU"
4,Jalen Green,SG,6-4,178,"February 9, 2002",us US,2,
32,Jeff Green,PF,6-8,235,"August 28, 1986",us US,15,Georgetown
14,Nate Hinton,SG,6-5,210,"June 8, 1999",us US,2,Houston
0,Aaron Holiday,PG,6-0,185,"September 30, 1996",us US,5,UCLA
2,Jock Landale,C,6-11,256,"October 25, 1995",au AU,2,Saint Mary's
51,Boban Marjanović,C,7-4,290,"August 15, 1988",rs RS,8,
0,Jermaine Samuels,SF,6-7,230,"November 13, 1998",us US,R,Villanova
28,Alperen Sengun,C,6-11,235,"July 25, 2002",tr TR,2,
10,Jabari Smith Jr.,PF,6-11,220,"May 13, 2003",us US,1,Auburn
8,Jae'Sean Tate,SF,6-4,230,"October 28, 1995",us US,3,Ohio State
1,Amen Thompson,SF,6-7,209,"January 30, 2003",us US,R,
5,Fred VanVleet,PG,6-0,197,"February 25, 1994",us US,7,Wichita State
7,Cam Whitmore,SF,6-7,232,"July 8, 2004",us US,R,Villanova
19,Jeenathan Williams,SG,6-5,205,"February 12, 1999",us US,1,Buffalo
