No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
"5, 7",Mo Bamba,C,7-0,231,"May 12, 1998",us US,5,Texas
40,Nicolas Batum,PF,6-8,230,"December 14, 1988",fr FR,15,
25,Darius Bazley,PF,6-8,208,"June 12, 2000",us US,4,
22,Patrick Beverley,PG,6-2,180,"July 12, 1988",us US,11,Arkansas
16,Ricky Council IV,SG,6-6,205,"August 3, 2001",us US,R,"Wichita State, Arkansas"
33,Robert Covington,SF,6-7,209,"December 14, 1990",us US,10,Tennessee State
11,Jeff Dowtin,PG,6-3,185,"May 10, 1997",us US,2,Rhode Island
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,7,Kansas
14,Danny Green,SG,6-6,215,"June 22, 1987",us US,14,UNC
12,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,12,Tennessee
17,Buddy Hield,SG,6-4,220,"December 17, 1992",bs BS,7,Oklahoma
25,Danuel House Jr.,SF,6-6,220,"June 7, 1993",us US,7,Texas A&M
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,6,
35,Kenneth Lofton Jr.,PF,6-7,275,"August 14, 2002",us US,1,Louisiana Tech
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,17,Villanova
1,KJ Martin,SF,6-6,215,"January 6, 2001",us US,3,
0,Tyrese Maxey,PG,6-2,200,"November 4, 2000",us US,3,Kentucky
8,De'Anthony Melton,SG,6-2,200,"May 28, 1998",us US,5,USC
5,Marcus Morris,PF,6-8,218,"September 2, 1989",us US,12,Kansas
9,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",us US,8,Kansas
22,Cameron Payne,PG,6-3,183,"August 8, 1994",us US,8,Murray State
33,Filip Petrušev,C,6-11,234,"April 15, 2000",rs RS,R,Gonzaga
44,Paul Reed,C,6-9,210,"June 14, 1999",us US,3,DePaul
39,Javonte Smart,PG,6-4,205,"June 3, 1999",us US,1,LSU
23,Terquavion Smith,PG,6-4,165,"December 31, 2002",us US,R,NC State
11,Jaden Springer,SG,6-4,204,"September 25, 2002",us US,2,Tennessee
17,P.J. Tucker,PF,6-5,245,"May 5, 1985",us US,12,Texas
20,D.J. Wilson,PF,6-10,231,"February 19, 1996",us US,5,Michigan
