No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Giannis Antetokounmpo,PF,6-11,242,"December 6, 1994",gr GR,10,
43,Thanasis Antetokounmpo,PF,6-7,219,"July 18, 1992",gr GR,5,
5,Malik Beasley,SG,6-4,187,"November 26, 1996",us US,7,Florida State
3,MarJon Beauchamp,SF,6-6,199,"October 12, 2000",us US,1,Yakima Valley Community College
21,Patrick Beverley,PG,6-2,180,"July 12, 1988",us US,11,Arkansas
12,Marques Bolden,C,6-10,249,"April 17, 1998",us US,2,Duke
24,Pat Connaughton,SF,6-5,209,"January 6, 1993",us US,8,Notre Dame
99,Jae Crowder,PF,6-6,235,"July 6, 1990",us US,11,Marquette
12,Danilo Gallinari,SF,6-10,233,"August 8, 1988",it IT,13,
20,A.J. Green,SG,6-4,200,"September 27, 1999",us US,1,University of Northern Iowa
44,Andre Jackson Jr.,SG,6-6,210,"November 13, 2001",us US,R,UConn
0,Damian Lillard,PG,6-2,195,"July 15, 1990",us US,11,Weber State
7,Chris Livingston,SF,6-6,220,"October 15, 2003",us US,R,Kentucky
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,15,Stanford
42,Robin Lopez,C,7-1,281,"April 1, 1988",us US,15,Stanford
22,Khris Middleton,SF,6-7,222,"August 12, 1991",us US,11,Texas A&M
15,Cameron Payne,PG,6-3,183,"August 8, 1994",us US,8,Murray State
9,Bobby Portis,PF,6-10,250,"February 10, 1995",us US,8,Arkansas
55,Ryan Rollins,PG,6-4,180,"July 3, 2002",us US,1,Toledo
23,TyTy Washington Jr.,PG,6-3,197,"November 15, 2001",us US,1,Kentucky
28,Lindell Wigginton,PG,6-2,189,"March 28, 1998",ca CA,2,Iowa State
