No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
40,Harrison Barnes,PF,6-8,225,"May 30, 1992",us US,11,UNC
3,Chris Duarte,SF,6-6,190,"June 13, 1997",do DO,2,Oregon
17,Kessler Edwards,SF,6-8,215,"August 9, 2000",us US,2,Pepperdine
23,Keon Ellis,SG,6-6,175,"January 8, 2000",us US,1,"Florida SouthWestern State College, Alabama"
31,Jordan Ford,PG,6-1,175,"May 26, 1998",us US,R,Saint Mary's
5,De'Aaron Fox,PG,6-3,185,"December 20, 1997",us US,6,Kentucky
9,Kevin Huerter,SG,6-7,190,"August 27, 1998",us US,5,Maryland
20,Colby Jones,SG,6-6,205,"May 28, 2002",us US,R,Xavier
8,Mason Jones,SG,6-4,200,"July 21, 1998",us US,2,"Connors State College, Arkansas"
25,Alex Len,C,7-0,250,"June 16, 1993",ua UA,10,Maryland
41,Trey Lyles,PF,6-9,234,"November 5, 1995",ca CA,8,Kentucky
0,JaVale McGee,C,7-0,270,"January 19, 1988",us US,15,Nevada
15,Davion Mitchell,PG,6-2,205,"September 5, 1998",us US,2,"Auburn, Baylor"
0,Malik Monk,SG,6-3,200,"February 4, 1998",us US,6,Kentucky
13,Keegan Murray,SF,6-8,215,"August 19, 2000",us US,1,Iowa
33,Filip Petrušev,C,6-11,234,"April 15, 2000",rs RS,R,Gonzaga
10,Domantas Sabonis,C,6-10,240,"May 3, 1996",us US,7,Gonzaga
18,Jalen Slawson,SF,6-7,215,"October 22, 1999",us US,R,Furman University
95,Juan Toscano-Anderson,SF,6-6,209,"April 10, 1993",us US,4,Marquette
7,Sasha Vezenkov,PF,6-9,225,"August 6, 1995",cy CY,R,
