No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
30,Ochai Agbaji,SG,6-5,215,"April 20, 2000",us US,1,Kansas
21,Darius Bazley,PF,6-8,208,"June 12, 2000",us US,4,
00,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,9,"Tulsa, Missouri"
20,John Collins,PF,6-9,235,"September 23, 1997",us US,6,Wake Forest
11,Kris Dunn,PG,6-3,205,"March 18, 1994",us US,7,Providence
16,Simone Fontecchio,SF,6-8,209,"December 9, 1995",it IT,1,
3,Keyonte George,PG,6-4,185,"November 8, 2003",us US,R,Baylor
0,Taylor Hendricks,PF,6-9,210,"November 22, 2003",us US,R,Central Florida
5,Talen Horton-Tucker,PG,6-4,234,"November 25, 2000",us US,4,Iowa State
33,Johnny Juzang,SG,6-7,215,"March 17, 2001",us US,1,"Kentucky, UCLA"
24,Walker Kessler,C,7-0,245,"July 26, 2001",us US,1,"UNC, Auburn"
13,Kira Lewis Jr.,PG,6-1,170,"April 6, 2001",us US,3,Alabama
"34, 35",Kenneth Lofton Jr.,PF,6-7,275,"August 14, 2002",us US,1,Louisiana Tech
23,Lauri Markkanen,PF,7-0,240,"May 22, 1997",fi FI,6,Arizona
41,Kelly Olynyk,C,6-11,240,"April 19, 1991",ca CA,10,Gonzaga
25,Micah Potter,PF,6-10,248,"April 6, 1998",us US,2,"Ohio State, Wisconsin"
10,Jason Preston,PG,6-4,187,"August 10, 1999",us US,1,Ohio University
19,Luka Šamanić,PF,6-10,227,"January 9, 2000",hr HR,3,
8,Brice Sensabaugh,SF,6-6,235,"October 30, 2003",us US,R,Ohio State
2,Collin Sexton,SG,6-3,190,"January 4, 1999",us US,5,Alabama
77,Omer Yurtseven,C,7-0,264,"June 19, 1998",tr TR,2,"NC State, Georgetown"
