No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
14,Colin Castleton,C,6-11,250,"May 25, 2000",us US,R,"Michigan, Florida"
10,Max Christie,SG,6-6,190,"February 10, 2003",us US,1,Michigan State
3,Anthony Davis,C,6-10,253,"March 11, 1993",us US,11,Kentucky
26,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us US,9,Colorado
17,Alex Fudge,SF,6-8,200,"May 6, 2003",us US,R,"LSU, Florida"
20,Harry Giles,C,6-11,240,"April 22, 1998",us US,3,Duke
28,Rui Hachimura,PF,6-8,230,"February 8, 1998",jp JP,4,Gonzaga
11,Jaxson Hayes,C,7-0,220,"May 23, 2000",us US,4,Texas
55,D'Moi Hodge,SG,6-4,188,"December 20, 1998",vg VG,R,"State College of Florida, Manatee-Sarasota, Cleveland State University, Missouri"
0,Jalen Hood-Schifino,SG,6-6,215,"June 19, 2003",us US,R,Indiana
23,LeBron James,PF,6-9,250,"December 30, 1984",us US,20,
21,Maxwell Lewis,SF,6-7,195,"July 27, 2002",us US,R,Pepperdine
4,Skylar Mays,SG,6-4,205,"September 5, 1997",us US,3,LSU
12,Taurean Prince,PF,6-6,218,"March 22, 1994",us US,7,Baylor
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us US,2,"Wichita State, Oklahoma"
5,Cam Reddish,SF,6-8,218,"September 1, 1999",us US,4,Duke
1,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,8,Ohio State
2,Jarred Vanderbilt,PF,6-8,214,"April 3, 1999",us US,5,Kentucky
7,Gabe Vincent,PG,6-3,195,"June 14, 1996",us US,4,UC Santa Barbara
20,Dylan Windler,SF,6-6,196,"September 22, 1996",us US,3,Belmont
35,Christian Wood,PF,6-8,214,"September 27, 1995",us US,7,UNLV
