No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
41,Saddiq Bey,SF,6-7,215,"April 9, 1999",us US,3,Villanova
13,Bogdan Bogdanović,SG,6-5,220,"August 18, 1992",rs RS,6,
4,Kobe Bufkin,SG,6-4,195,"September 21, 2003",us US,R,Michigan
15,Clint Capela,C,6-10,240,"May 18, 1994",ch CH,9,
24,Bruno Fernando,C,6-9,240,"August 15, 1998",ao AO,4,Maryland
2,Trent Forrest,SG,6-4,210,"June 12, 1998",us US,3,Florida State
14,AJ Griffin,SF,6-6,222,"August 25, 2003",us US,1,Duke
18,Mouhamed Gueye,PF,6-11,210,"November 9, 2002",sn SN,R,Washington State
12,De'Andre Hunter,SF,6-8,225,"December 2, 1997",us US,4,Virginia
1,Jalen Johnson,SF,6-9,220,"December 18, 2001",us US,2,Duke
27,Vit Krejci,PG,6-8,195,"June 19, 2000",cz CZ,2,
3,Seth Lundy,SF,6-6,220,"April 2, 2000",us US,R,Penn State
25,Garrison Mathews,SG,6-5,215,"October 24, 1996",us US,4,Lipscomb
32,Wesley Matthews,SG,6-5,220,"October 14, 1986",us US,14,Marquette
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,14,Saint Mary's
5,Dejounte Murray,SG,6-5,180,"September 19, 1996",us US,6,Washington
17,Onyeka Okongwu,C,6-8,235,"December 11, 2000",us US,3,USC
20,Dylan Windler,SF,6-6,196,"September 22, 1996",us US,3,Belmont
11,Trae Young,PG,6-1,164,"September 19, 1998",us US,5,Oklahoma
