No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Nickeil Alexander-Walker,SG,6-5,205,"September 2, 1998",ca CA,2,Virginia Tech
15,Jose Alvarado,PG,6-0,179,"April 12, 1998",us US,R,Georgia Tech
12,Gary Clark,PF,6-6,225,"November 16, 1994",us US,3,Cincinnati
4,Devonte' Graham,PG,6-1,195,"February 22, 1995",us US,3,Kansas
2,Jared Harper,PG,5-10,175,"September 14, 1997",us US,2,Auburn
3,Josh Hart,SG,6-4,215,"March 6, 1995",us US,4,Villanova
10,Jaxson Hayes,C,7-0,220,"May 23, 2000",us US,2,Texas
9,Willy Hernangómez,C,6-11,250,"May 27, 1994",es ES,5,
14,Brandon Ingram,SF,6-8,190,"September 2, 1997",us US,5,Duke
24,Alize Johnson,PF,6-7,212,"April 22, 1996",us US,3,Missouri State
5,Herbert Jones,PF,6-8,210,"October 6, 1998",us US,R,Alabama
13,Kira Lewis Jr.,PG,6-1,170,"April 6, 2001",us US,1,Alabama
0,Didi Louzada,SF,6-5,188,"February 7, 1999",br BR,1,
8,Naji Marshall,SF,6-7,220,"January 24, 1998",us US,1,Xavier
3,CJ McCollum,PG,6-3,190,"September 19, 1991",us US,8,Lehigh
25,Trey Murphy III,SF,6-8,206,"June 18, 2000",us US,R,"Rice University, Virginia"
22,Larry Nance Jr.,PF,6-8,245,"January 1, 1993",us US,6,Wyoming
31,Tomáš Satoranský,SG,6-7,210,"October 30, 1991",cz CZ,5,
21,Tony Snell,SG,6-6,213,"November 10, 1991",us US,8,New Mexico
41,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,11,LSU
17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",lt LT,9,
6,Tyrone Wallace,SG,6-5,198,"June 10, 1994",us US,3,California
