No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Bam Adebayo,C,6-9,255,"July 18, 1997",us US,4,Kentucky
22,Jimmy Butler,SF,6-7,230,"September 14, 1989",us US,10,Marquette
21,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,8,USC
0,Marcus Garrett,SG,6-5,205,"November 9, 1998",us US,R,Kansas
5,Kyle Guy,SG,6-1,167,"August 11, 1997",us US,2,Virginia
40,Udonis Haslem,C,6-8,235,"June 9, 1980",us US,18,Florida
14,Tyler Herro,SG,6-5,195,"January 20, 2000",us US,2,Kentucky
24,Haywood Highsmith,SF,6-7,220,"December 9, 1996",us US,1,Wheeling University
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,15,Villanova
16,Caleb Martin,SF,6-5,205,"September 28, 1995",us US,2,"NC State, Nevada"
8,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,10,Kansas
12,Mychal Mulder,PG,6-3,184,"June 12, 1994",ca CA,2,"Vincennes University, Kentucky"
11,KZ Okpala,PF,6-8,215,"April 28, 1999",us US,2,Stanford
4,Victor Oladipo,SG,6-3,213,"May 4, 1992",us US,8,Indiana
55,Duncan Robinson,SG,6-7,215,"April 22, 1994",us US,3,"Williams, Michigan"
30,Chris Silva,PF,6-8,234,"September 19, 1996",ga GA,2,South Carolina
15,Javonte Smart,PG,6-4,205,"June 3, 1999",us US,R,LSU
9,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,5,Michigan
31,Max Strus,SF,6-5,215,"March 28, 1996",us US,2,"Lewis (IL), DePaul"
17,P.J. Tucker,PF,6-5,245,"May 5, 1985",us US,10,Texas
2,Gabe Vincent,PG,6-3,195,"June 14, 1996",us US,2,UC Santa Barbara
77,Omer Yurtseven,C,7-0,264,"June 19, 1998",tr TR,R,"NC State, Georgetown"
