No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Carmelo Anthony,PF,6-7,238,"May 29, 1984",us US,18,Syracuse
1,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,17,UCLA
4,D.J. Augustin,PG,5-11,183,"November 10, 1987",us US,13,Texas
9,Kent Bazemore,SF,6-4,195,"July 1, 1989",us US,9,Old Dominion
20,Avery Bradley,SG,6-3,180,"November 26, 1990",us US,11,Texas
38,Chaundee Brown Jr.,SF,6-5,215,"December 4, 1998",us US,R,"Wake Forest, Michigan"
21,Darren Collison,PG,6-0,175,"August 23, 1987",us US,10,UCLA
3,Anthony Davis,C,6-10,253,"March 11, 1993",us US,9,Kentucky
45,Sekou Doumbouya,PF,6-8,230,"December 23, 2000",gn GN,2,
2,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,12,UNC
35,Wenyen Gabriel,PF,6-9,205,"March 26, 1997",sd SD,2,Kentucky
5,Talen Horton-Tucker,SG,6-4,234,"November 25, 2000",us US,2,Iowa State
39,Dwight Howard,C,6-10,265,"December 8, 1985",us US,17,
30,Jay Huff,C,7-1,240,"August 25, 1998",us US,R,Virginia
6,LeBron James,C,6-9,250,"December 30, 1984",us US,18,
14,Stanley Johnson,PF,6-6,242,"May 29, 1996",us US,6,Arizona
50,Jemerrio Jones,SF,6-5,174,"April 9, 1995",us US,1,"Hill College, New Mexico State"
40,Mason Jones,SG,6-4,200,"July 21, 1998",us US,1,"Connors State College, Arkansas"
10,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,13,Texas A&M
37,Mac McClung,SG,6-2,185,"January 6, 1999",us US,R,"Georgetown, Texas Tech"
11,Malik Monk,SG,6-3,200,"February 4, 1998",us US,4,Kentucky
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us US,R,"Wichita State, Oklahoma"
4,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,15,Kentucky
31,Isaiah Thomas,PG,5-9,185,"February 7, 1989",us US,10,Washington
0,Russell Westbrook,PG,6-4,200,"November 12, 1988",us US,13,UCLA
