No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us US,2,
6,Gabriel Deck,PF,6-8,232,"February 8, 1995",ar AR,1,
12,Mamadi Diakite,PF,6-9,228,"January 21, 1997",gn GN,1,Virginia
5,Luguentz Dort,SG,6-3,215,"April 19, 1999",ca CA,2,Arizona State
25,Rob Edwards,SG,6-5,205,"January 20, 1997",us US,R,"Cleveland State University, Arizona State"
15,Derrick Favors,C,6-9,265,"July 15, 1991",us US,11,Georgia Tech
6,Melvin Frazier,SG,6-5,215,"August 30, 1996",us US,2,Tulane
3,Josh Giddey,SF,6-8,210,"October 10, 2002",au AU,R,
2,Shai Gilgeous-Alexander,PG,6-6,180,"July 12, 1998",ca CA,3,Kentucky
14,Jaylen Hoard,SF,6-8,216,"March 30, 1999",fr FR,2,Wake Forest
55,Scotty Hopson,SG,6-7,204,"August 8, 1989",us US,2,Tennessee
16,Ty Jerome,SG,6-5,195,"July 8, 1997",us US,2,Virginia
18,Georgios Kalaitzakis,SF,6-8,192,"January 2, 1999",gr GR,R,
27,Vit Krejci,SG,6-8,195,"June 19, 2000",cz CZ,R,
11,Théo Maledon,PG,6-4,175,"June 12, 2001",fr FR,1,
23,Tre Mann,PG,6-3,178,"February 3, 2001",us US,R,Florida
33,Mike Muscala,C,6-10,240,"July 1, 1991",us US,8,Bucknell
17,Aleksej Pokusevski,PF,7-0,190,"December 26, 2001",rs RS,1,
50,Jeremiah Robinson-Earl,C,6-9,230,"November 3, 2000",us US,R,Villanova
22,Isaiah Roby,PF,6-8,230,"February 3, 1998",us US,2,Nebraska
30,Olivier Sarr,C,7-0,237,"February 20, 1999",fr FR,R,"Wake Forest, Kentucky"
9,Zavier Simpson,PG,6-0,190,"February 11, 1997",us US,R,Michigan
12,Lindy Waters III,SG,6-6,215,"July 28, 1997",us US,R,Oklahoma State
8,Paul Watson,SF,6-6,210,"December 30, 1994",us US,2,Fresno State
21,Aaron Wiggins,SG,6-6,200,"January 2, 1999",us US,R,Maryland
34,Kenrich Williams,SF,6-6,210,"December 2, 1994",us US,3,TCU
