No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,Malik Beasley,SG,6-4,187,"November 26, 1996",us US,5,Florida State
22,Patrick Beverley,PG,6-2,180,"July 12, 1988",us US,9,Arkansas
9,Leandro Bolmaro,SF,6-6,200,"September 11, 2000",ar AR,R,
1,Anthony Edwards,SG,6-4,225,"August 5, 2001",us US,1,Georgia
13,Nathan Knight,PF,6-8,253,"September 20, 1997",us US,1,William & Mary
10,Jake Layman,SF,6-8,209,"March 7, 1994",us US,5,Maryland
3,Jaden McDaniels,PF,6-9,185,"September 29, 2000",us US,1,Washington
6,Jordan McLaughlin,PG,6-0,185,"April 9, 1996",us US,2,USC
55,Greg Monroe,C,6-11,265,"June 4, 1990",us US,9,Georgetown
4,Jaylen Nowell,SG,6-4,201,"July 9, 1999",us US,2,Washington
20,Josh Okogie,SG,6-4,213,"September 1, 1998",ng NG,3,Georgia Tech
12,Taurean Prince,PF,6-6,218,"March 22, 1994",us US,5,Baylor
11,Naz Reid,C,6-9,264,"August 26, 1999",us US,2,LSU
0,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,6,Ohio State
30,Chris Silva,PF,6-8,234,"September 19, 1996",ga GA,2,South Carolina
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,6,Kentucky
8,Jarred Vanderbilt,PF,6-8,214,"April 3, 1999",us US,3,Kentucky
25,McKinley Wright IV,PG,6-0,196,"October 25, 1998",us US,R,Colorado
