No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
14,D.J. Augustin,PG,5-11,183,"November 10, 1987",us US,13,Texas
7,Armoni Brooks,SG,6-3,195,"June 5, 1998",us US,1,Houston
9,Josh Christopher,SG,6-5,215,"December 8, 2001",us US,R,Arizona State
20,Bruno Fernando,C,6-9,240,"August 15, 1998",ao AO,2,Maryland
16,Usman Garuba,PF,6-8,220,"March 9, 2002",es ES,R,
10,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,13,Indiana
0,Jalen Green,SG,6-4,178,"February 9, 2002",us US,R,
4,Danuel House Jr.,SF,6-6,220,"June 7, 1993",us US,5,Texas A&M
6,KJ Martin,SF,6-6,215,"January 6, 2001",us US,1,
25,Garrison Mathews,SG,6-5,215,"October 24, 1996",us US,2,Lipscomb
15,Daishen Nix,SG,6-5,224,"February 13, 2002",us US,R,
2,David Nwaba,SF,6-5,219,"January 14, 1993",us US,5,Cal Poly
3,Kevin Porter Jr.,PG,6-4,203,"May 4, 2000",us US,2,USC
21,Trevelin Queen,SG,6-6,190,"February 25, 1997",us US,R,"College of Marin, New Mexico Military Institute, New Mexico State"
17,Dennis Schröder,PG,6-1,172,"September 15, 1993",de DE,8,
28,Alperen Sengun,C,6-11,235,"July 25, 2002",tr TR,R,
8,Jae'Sean Tate,PF,6-4,230,"October 28, 1995",us US,1,Ohio State
27,Daniel Theis,C,6-8,245,"April 4, 1992",de DE,4,
35,Christian Wood,C,6-8,214,"September 27, 1995",us US,5,UNLV
