No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Jaylen Brown,SF,6-6,223,"October 24, 1996",us US,5,California
28,Bruno Fernando,C,6-9,240,"August 15, 1998",ao AO,2,Maryland
8,Malik Fitts,PF,6-8,230,"July 4, 1997",us US,1,"South Florida, Saint Mary's"
13,Enes Freedom,C,6-10,250,"May 20, 1992",ch CH,10,Kentucky
30,Sam Hauser,SF,6-8,215,"December 8, 1997",us US,R,"Marquette, Virginia"
41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",es ES,5,
42,Al Horford,C,6-9,240,"June 3, 1986",do DO,14,Florida
43,Justin Jackson,SF,6-8,220,"March 28, 1995",us US,4,UNC
55,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,17,Arkansas
40,Luke Kornet,C,7-2,250,"July 15, 1995",us US,4,Vanderbilt
9,Romeo Langford,SG,6-5,216,"October 25, 1999",us US,2,Indiana
4,Kelan Martin,SF,6-5,230,"August 3, 1995",us US,2,Butler
50,C.J. Miles,SG,6-6,220,"March 18, 1987",us US,15,
4,Juwan Morgan,PF,6-7,232,"April 17, 1997",us US,2,Indiana
26,Aaron Nesmith,SF,6-5,215,"October 16, 1999",us US,1,Vanderbilt
20,Jabari Parker,PF,6-8,245,"March 15, 1995",us US,7,Duke
11,Payton Pritchard,PG,6-1,195,"January 28, 1998",us US,1,Oregon
8,Josh Richardson,SG,6-5,200,"September 15, 1993",us US,6,Tennessee
37,Matt Ryan,SF,6-6,215,"April 17, 1997",us US,R,"Notre Dame, Vanderbilt, Chattanooga"
71,Dennis Schröder,PG,6-1,172,"September 15, 1993",de DE,8,
36,Marcus Smart,PG,6-3,220,"March 6, 1994",us US,7,Oklahoma State
13,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,5,Michigan
0,Jayson Tatum,SF,6-8,210,"March 3, 1998",us US,4,Duke
27,Daniel Theis,C,6-8,245,"April 4, 1992",de DE,4,
97,Brodric Thomas,SG,6-5,185,"January 28, 1997",us US,1,Truman State University
9,Derrick White,SG,6-4,190,"July 2, 1994",us US,4,"Colorado-Colorado Springs, Colorado"
12,Grant Williams,PF,6-6,236,"November 30, 1998",us US,2,Tennessee
44,Robert Williams,C,6-9,237,"October 17, 1997",us US,3,Texas A&M
