No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Nickeil Alexander-Walker,SG,6-5,205,"September 2, 1998",ca CA,2,Virginia Tech
20,Udoka Azubuike,C,6-10,280,"September 17, 1999",ng NG,1,Kansas
44,Bojan Bogdanović,PF,6-7,226,"April 18, 1989",ba BA,7,
13,Jared Butler,SG,6-3,195,"August 25, 2000",us US,R,Baylor
6,Zylan Cheatham,SF,6-5,220,"November 17, 1995",us US,1,"San Diego State, Arizona State"
0,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,7,"Tulsa, Missouri"
11,Mike Conley,PG,6-0,175,"October 11, 1987",us US,14,Ohio State
24,Malik Fitts,PF,6-8,230,"July 4, 1997",us US,1,"South Florida, Saint Mary's"
3,Trent Forrest,PG,6-4,210,"June 12, 1998",us US,1,Florida State
8,Rudy Gay,PF,6-8,250,"August 17, 1986",us US,15,UConn
27,Rudy Gobert,C,7-1,258,"June 26, 1992",fr FR,8,
41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",es ES,5,
25,Danuel House Jr.,SF,6-6,220,"June 7, 1993",us US,5,Texas A&M
33,Elijah Hughes,SF,6-5,215,"March 10, 1998",us US,1,"Syracuse, East Carolina University"
2,Joe Ingles,SF,6-9,220,"October 2, 1987",au AU,7,
45,Donovan Mitchell,SG,6-3,215,"September 7, 1996",us US,4,Louisville
10,Greg Monroe,C,6-11,265,"June 4, 1990",us US,9,Georgetown
23,Royce O'Neale,SF,6-4,226,"June 5, 1993",us US,4,"Denver, Baylor"
81,Miye Oni,SG,6-5,206,"August 4, 1997",us US,2,Yale
0,Eric Paschall,PF,6-6,255,"November 4, 1996",us US,2,"Fordham, Villanova"
5,Norvel Pelle,C,6-10,231,"February 3, 1993",ag AG,2,
19,Xavier Sneed,SF,6-5,215,"December 21, 1997",us US,R,Kansas State
15,Denzel Valentine,SG,6-4,220,"November 16, 1993",us US,4,Michigan State
21,Hassan Whiteside,C,7-0,265,"June 13, 1989",us US,9,Marshall
