No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Nemanja Bjelica,C,6-10,234,"May 9, 1988",rs RS,6,
2,Chris Chiozza,PG,5-11,175,"November 21, 1995",us US,3,Florida
30,Stephen Curry,PG,6-2,185,"March 14, 1988",us US,12,Davidson
21,Jeff Dowtin,PG,6-3,185,"May 10, 1997",us US,R,Rhode Island
23,Draymond Green,PF,6-6,230,"March 4, 1990",us US,9,Michigan State
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,17,Arizona
0,Jonathan Kuminga,SF,6-8,210,"October 6, 2002",cd CD,R,
1,Damion Lee,SG,6-5,210,"October 21, 1992",us US,4,"Drexel, Louisville"
5,Kevon Looney,C,6-9,222,"February 6, 1996",us US,6,UCLA
4,Moses Moody,SG,6-6,205,"May 31, 2002",us US,R,Arkansas
0,Gary Payton II,SG,6-2,190,"December 1, 1992",us US,5,Oregon State
3,Jordan Poole,SG,6-4,194,"June 19, 1999",us US,2,Michigan
32,Otto Porter Jr.,PF,6-8,198,"June 3, 1993",us US,8,Georgetown
11,Klay Thompson,SG,6-6,215,"February 8, 1990",us US,8,Washington State
95,Juan Toscano-Anderson,SF,6-6,209,"April 10, 1993",us US,2,Marquette
12,Quinndary Weatherspoon,SG,6-3,205,"September 10, 1996",us US,2,Mississippi State
22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca CA,7,Kansas
