No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
35,Marvin Bagley III,PF,6-10,235,"March 14, 1999",us US,3,Duke
41,Saddiq Bey,SF,6-7,215,"April 9, 1999",us US,1,Villanova
2,Cade Cunningham,SG,6-6,220,"September 25, 2001",us US,R,Oklahoma State
0,Cheick Diallo,C,6-8,219,"September 13, 1996",ml ML,4,Kansas
6,Hamidou Diallo,SG,6-5,202,"July 31, 1998",us US,3,Kentucky
20,Carsen Edwards,SG,5-11,200,"March 12, 1998",us US,2,Purdue
55,Luka Garza,C,6-10,235,"December 27, 1998",us US,R,Iowa
9,Jerami Grant,PF,6-7,210,"March 12, 1994",us US,7,Syracuse
7,Killian Hayes,PG,6-5,195,"July 27, 2001",us US,1,
5,Frank Jackson,PG,6-3,205,"May 4, 1998",us US,3,Duke
20,Josh Jackson,SF,6-8,207,"February 10, 1997",us US,4,Kansas
18,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,10,Texas
8,Braxton Key,SF,6-8,230,"February 14, 1997",us US,R,"Alabama, Virginia"
38,Saben Lee,PG,6-2,183,"June 23, 1999",us US,1,Vanderbilt
12,Isaiah Livers,SF,6-7,230,"July 28, 1998",us US,R,Michigan
8,Trey Lyles,PF,6-9,234,"November 5, 1995",ca CA,6,Kentucky
17,Rodney McGruder,SG,6-4,205,"July 29, 1991",us US,5,Kansas State
13,Kelly Olynyk,C,6-11,240,"April 19, 1991",ca CA,8,Gonzaga
42,Jaysean Paige,PG,6-3,205,"July 30, 1994",us US,R,"College of Southern Idaho, Moberly Area Community College, West Virginia"
31,Trayvon Palmer,SG,6-6,200,"November 13, 1994",us US,R,"North Dakota State College of Science, Chicago State"
24,Jamorko Pickett,PF,6-9,206,"December 24, 1997",us US,R,Georgetown
19,Micah Potter,C,6-10,248,"April 6, 1998",us US,R,"Ohio State, Wisconsin"
34,Justin Robinson,PG,6-1,195,"October 12, 1997",us US,2,Virginia Tech
91,Deividas Sirvydis,SG,6-8,190,"June 10, 2000",lt LT,1,
14,Cassius Stanley,SG,6-5,190,"August 18, 1999",us US,1,Duke
28,Isaiah Stewart,C,6-8,250,"May 22, 2001",us US,1,Washington
25,Derrick Walton,PG,6-0,189,"April 3, 1995",us US,2,Michigan
