No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
2,Lonzo Ball,PG,6-6,190,"October 27, 1997",us US,4,UCLA
20,Jordan Bell,C,6-8,216,"January 7, 1995",us US,4,Oregon
13,Tony Bradley,C,6-10,248,"January 8, 1998",us US,4,UNC
7,Troy Brown Jr.,SF,6-6,215,"July 28, 1999",us US,3,Oregon
6,Alex Caruso,SG,6-5,186,"February 28, 1994",us US,4,Texas A&M
25,Tyler Cook,PF,6-8,255,"September 23, 1997",us US,2,Iowa
11,DeMar DeRozan,PF,6-6,220,"August 7, 1989",us US,12,USC
12,Ayo Dosunmu,SG,6-5,200,"January 17, 2000",us US,R,Illinois
3,Devon Dotson,PG,6-2,185,"August 2, 1999",us US,1,Kansas
24,Javonte Green,SF,6-4,205,"July 23, 1993",us US,2,Radford
14,Malcolm Hill,SF,6-6,220,"October 26, 1995",us US,R,Illinois
22,Alize Johnson,PF,6-7,212,"April 22, 1996",us US,3,Missouri State
5,Derrick Jones Jr.,PF,6-5,210,"February 15, 1997",us US,5,UNLV
8,Zach LaVine,SG,6-5,200,"March 10, 1995",us US,7,UCLA
0,Mac McClung,PG,6-2,185,"January 6, 1999",us US,R,"Georgetown, Texas Tech"
28,Alfonzo McKinnie,SF,6-7,215,"September 17, 1992",us US,4,Green Bay
19,Marko Simonovic,C,6-11,216,"October 15, 1999",me ME,R,
21,Matt Thomas,SG,6-4,190,"August 4, 1994",us US,2,Iowa State
3,Tristan Thompson,C,6-9,254,"March 13, 1991",ca CA,10,Texas
9,Nikola Vučević,C,6-10,260,"October 24, 1990",ch CH,10,USC
0,Coby White,PG,6-5,195,"February 16, 2000",us US,2,UNC
44,Patrick Williams,PF,6-7,215,"August 26, 2001",us US,1,Florida State
